# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1971-07-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -80 (degree_east)
# geospatial_lon_max: 10 (degree_east)
# geospatial_lat_min: 60 (degree_north)
# geospatial_lat_max: 90 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: Greenland mm
Date,Mass balance (mm/yr),Mass balance uncertainty (mm/yr),Cumulative mass balance anomaly (mm),Cumulative mass balance anomaly uncertainty (mm),Surface mass balance anomaly (mm/yr),Surface mass balance anomaly uncertainty (mm/yr),Cumulative surface mass balance anomaly (mm),Cumulative surface mass balance anomaly uncertainty (mm),Dynamics mass balance anomaly (mm/yr),Dynamics mass balance anomaly uncertainty (mm/yr),Cumulative dynamics mass balance anomaly (mm),Cumulative dynamics mass balance anomaly uncertainty (mm)
1973-10-01,0.162585278,0.185734722,0.410264815,0.288401495,0.126105075,0.194303004,0.664773914,0.329698424,0.036480202,0.268795544,-0.254509099,0.438037068
1973-11-01,0.162585278,0.185734722,0.423813588,0.293343151,0.126105075,0.194303004,0.67528267,0.334435628,0.036480202,0.268795544,-0.251469082,0.444856599
1973-12-01,0.162585278,0.185734722,0.437362361,0.298202929,0.126032435,0.194321171,0.685785373,0.339107528,0.036552843,0.268808677,-0.248423012,0.451573806
1974-01-01,0.06142,0.181489167,0.442480694,0.302770287,-0.022471703,0.231461864,0.683912731,0.34562764,0.083891703,0.294130774,-0.241432036,0.45948701
1974-02-01,0.06142,0.181489167,0.447599028,0.307269762,-0.022471703,0.231461864,0.682040089,0.352027009,0.083891703,0.294130774,-0.234441061,0.467266221
1974-03-01,0.06142,0.181489167,0.452717361,0.311704293,-0.022471703,0.231461864,0.680167447,0.358312105,0.083891703,0.294130774,-0.227450086,0.474918026
1974-04-01,0.06142,0.181489167,0.457835694,0.316076615,-0.022471703,0.231461864,0.678294805,0.36448884,0.083891703,0.294130774,-0.220459111,0.482448485
1974-05-01,0.06142,0.181489167,0.462954028,0.320389273,-0.022471703,0.231461864,0.676422163,0.370562632,0.083891703,0.294130774,-0.213468135,0.489863196
1974-06-01,0.06142,0.181489167,0.468072361,0.324644646,-0.022471703,0.231461864,0.674549521,0.376538463,0.083891703,0.294130774,-0.20647716,0.497167336
1974-07-01,0.06142,0.181489167,0.473190694,0.328844957,-0.022471703,0.231461864,0.672676879,0.382420925,0.083891703,0.294130774,-0.199486185,0.50436571
1974-08-01,0.06142,0.181489167,0.478309028,0.332992291,-0.022471703,0.231461864,0.670804237,0.388214262,0.083891703,0.294130774,-0.192495209,0.511462784
1974-09-01,0.06142,0.181489167,0.483427361,0.337088602,-0.022471703,0.231461864,0.668931595,0.393922407,0.083891703,0.294130774,-0.185504234,0.518462717
1974-10-01,0.06142,0.181489167,0.488545694,0.341135729,-0.022471703,0.231461864,0.667058953,0.399549012,0.083891703,0.294130774,-0.178513259,0.525369392
1974-11-01,0.06142,0.181489167,0.493664028,0.345135402,-0.022471703,0.231461864,0.665186311,0.405097473,0.083891703,0.294130774,-0.171522284,0.532186441
1974-12-01,0.06142,0.181489167,0.498782361,0.349089252,-0.022422523,0.231438348,0.663317768,0.410569854,0.083842523,0.294112269,-0.164535407,0.538916423
1975-01-01,0.053764444,0.177989722,0.503262731,0.3528503,0.078047434,0.183398162,0.669821721,0.413969217,-0.02428299,0.255568439,-0.166558989,0.543942871
1975-02-01,0.053764444,0.177989722,0.507743102,0.356571679,0.078047434,0.183398162,0.676325674,0.417340891,-0.02428299,0.255568439,-0.168582572,0.548923294
1975-03-01,0.053764444,0.177989722,0.512223472,0.36025462,0.078047434,0.183398162,0.682829626,0.420685544,-0.02428299,0.255568439,-0.170606154,0.553858933
1975-04-01,0.053764444,0.177989722,0.516703843,0.363900288,0.078047434,0.183398162,0.689333579,0.424003814,-0.02428299,0.255568439,-0.172629737,0.558750976
1975-05-01,0.053764444,0.177989722,0.521184213,0.367509793,0.078047434,0.183398162,0.695837532,0.427296316,-0.02428299,0.255568439,-0.174653319,0.563600558
1975-06-01,0.053764444,0.177989722,0.525664583,0.371084191,0.078047434,0.183398162,0.702341485,0.430563641,-0.02428299,0.255568439,-0.176676902,0.568408766
1975-07-01,0.053764444,0.177989722,0.530144954,0.374624486,0.078047434,0.183398162,0.708845438,0.433806357,-0.02428299,0.255568439,-0.178700484,0.57317664
1975-08-01,0.053764444,0.177989722,0.534625324,0.378131636,0.078047434,0.183398162,0.715349391,0.437025014,-0.02428299,0.255568439,-0.180724067,0.57790518
1975-09-01,0.053764444,0.177989722,0.539105694,0.381606554,0.078047434,0.183398162,0.721853344,0.440220138,-0.02428299,0.255568439,-0.182747649,0.582595342
1975-10-01,0.053764444,0.177989722,0.543586065,0.385050115,0.078047434,0.183398162,0.728357297,0.443392239,-0.02428299,0.255568439,-0.184771232,0.587248047
1975-11-01,0.053764444,0.177989722,0.548066435,0.388463151,0.078047434,0.183398162,0.734861249,0.446541806,-0.02428299,0.255568439,-0.186794814,0.591864177
1975-12-01,0.053764444,0.177989722,0.552546806,0.39184646,0.07825005,0.183460189,0.741382087,0.449671423,-0.024485606,0.255612954,-0.188835281,0.596446172
1976-01-01,0.142928611,0.175100833,0.564457523,0.395093246,0.491868591,0.310082308,0.782371136,0.458494248,-0.34893998,0.356105799,-0.217913613,0.605240158
1976-02-01,0.142928611,0.175100833,0.576368241,0.398313568,0.491868591,0.310082308,0.823360185,0.46715047,-0.34893998,0.356105799,-0.246991945,0.613908186
1976-03-01,0.142928611,0.175100833,0.588278958,0.401508062,0.491868591,0.310082308,0.864349235,0.475649187,-0.34893998,0.356105799,-0.276070276,0.622455518
1976-04-01,0.142928611,0.175100833,0.600189676,0.404677339,0.491868591,0.310082308,0.905338284,0.483998694,-0.34893998,0.356105799,-0.305148608,0.630887062
1976-05-01,0.142928611,0.175100833,0.612100394,0.407821988,0.491868591,0.310082308,0.946327333,0.492206585,-0.34893998,0.356105799,-0.33422694,0.639207397
1976-06-01,0.142928611,0.175100833,0.624011111,0.410942574,0.491868591,0.310082308,0.987316383,0.500279831,-0.34893998,0.356105799,-0.363305271,0.647420812
1976-07-01,0.142928611,0.175100833,0.635921829,0.414039641,0.491868591,0.310082308,1.028305432,0.508224848,-0.34893998,0.356105799,-0.392383603,0.655531327
1976-08-01,0.142928611,0.175100833,0.647832546,0.417113713,0.491868591,0.310082308,1.069294481,0.516047559,-0.34893998,0.356105799,-0.421461935,0.663542713
1976-09-01,0.142928611,0.175100833,0.659743264,0.420165295,0.491868591,0.310082308,1.11028353,0.523753443,-0.34893998,0.356105799,-0.450540267,0.67145852
1976-10-01,0.142928611,0.175100833,0.671653981,0.423194873,0.491868591,0.310082308,1.15127258,0.531347585,-0.34893998,0.356105799,-0.479618598,0.679282089
1976-11-01,0.142928611,0.175100833,0.683564699,0.426202916,0.491868591,0.310082308,1.192261629,0.538834708,-0.34893998,0.356105799,-0.50869693,0.687016571
1976-12-01,0.142928611,0.175100833,0.695475417,0.429189877,0.491620208,0.310038209,1.23322998,0.546217128,-0.348691597,0.356067399,-0.537754563,0.694663301
1977-01-01,0.166561389,0.172640556,0.709355532,0.432073699,-0.015057712,0.220078977,1.23197517,0.549899428,0.181619101,0.279713277,-0.522619638,0.699340448
1977-02-01,0.166561389,0.172640556,0.723235648,0.434938399,-0.015057712,0.220078977,1.230720361,0.553557233,0.181619101,0.279713277,-0.507484713,0.703986521
1977-03-01,0.166561389,0.172640556,0.737115764,0.437784355,-0.015057712,0.220078977,1.229465552,0.557191027,0.181619101,0.279713277,-0.492349788,0.708602132
1977-04-01,0.166561389,0.172640556,0.75099588,0.440611929,-0.015057712,0.220078977,1.228210742,0.560801275,0.181619101,0.279713277,-0.477214863,0.713187873
1977-05-01,0.166561389,0.172640556,0.764875995,0.443421472,-0.015057712,0.220078977,1.226955933,0.56438843,0.181619101,0.279713277,-0.462079938,0.717744315
1977-06-01,0.166561389,0.172640556,0.778756111,0.446213326,-0.015057712,0.220078977,1.225701124,0.567952929,0.181619101,0.279713277,-0.446945012,0.722272014
1977-07-01,0.166561389,0.172640556,0.792636227,0.44898782,-0.015057712,0.220078977,1.224446314,0.571495196,0.181619101,0.279713277,-0.431810087,0.726771506
1977-08-01,0.166561389,0.172640556,0.806516343,0.451745274,-0.015057712,0.220078977,1.223191505,0.575015643,0.181619101,0.279713277,-0.416675162,0.731243312
1977-09-01,0.166561389,0.172640556,0.820396458,0.454485998,-0.015057712,0.220078977,1.221936696,0.578514666,0.181619101,0.279713277,-0.401540237,0.735687938
1977-10-01,0.166561389,0.172640556,0.834276574,0.457210294,-0.015057712,0.220078977,1.220681886,0.581992654,0.181619101,0.279713277,-0.386405312,0.740105872
1977-11-01,0.166561389,0.172640556,0.84815669,0.459918453,-0.015057712,0.220078977,1.219427077,0.58544998,0.181619101,0.279713277,-0.371270387,0.74449759
1977-12-01,0.166561389,0.172640556,0.862036806,0.462610758,-0.015007656,0.220095509,1.218176439,0.588887523,0.181569045,0.279726285,-0.356139633,0.748863959
1978-01-01,0.083799167,0.170370556,0.869020069,0.465217753,0.087026808,0.253794034,1.225428673,0.593427445,-0.003227641,0.305675544,-0.356408603,0.754044886
1978-02-01,0.083799167,0.170370556,0.876003333,0.467810219,0.087026808,0.253794034,1.232680907,0.597932898,-0.003227641,0.305675544,-0.356677573,0.759190458
1978-03-01,0.083799167,0.170370556,0.882986597,0.470388398,0.087026808,0.253794034,1.239933141,0.602404655,-0.003227641,0.305675544,-0.356946544,0.764301389
1978-04-01,0.083799167,0.170370556,0.889969861,0.472952523,0.087026808,0.253794034,1.247185375,0.606843461,-0.003227641,0.305675544,-0.357215514,0.76937837
1978-05-01,0.083799167,0.170370556,0.896953125,0.475502821,0.087026808,0.253794034,1.254437609,0.611250034,-0.003227641,0.305675544,-0.357484484,0.774422067
1978-06-01,0.083799167,0.170370556,0.903936389,0.478039514,0.087026808,0.253794034,1.261689843,0.615625066,-0.003227641,0.305675544,-0.357753454,0.779433127
1978-07-01,0.083799167,0.170370556,0.910919653,0.480562817,0.087026808,0.253794034,1.268942077,0.619969225,-0.003227641,0.305675544,-0.358022424,0.784412175
1978-08-01,0.083799167,0.170370556,0.917902917,0.483072939,0.087026808,0.253794034,1.276194311,0.624283155,-0.003227641,0.305675544,-0.358291394,0.789359818
1978-09-01,0.083799167,0.170370556,0.924886181,0.485570086,0.087026808,0.253794034,1.283446545,0.628567479,-0.003227641,0.305675544,-0.358560364,0.794276642
1978-10-01,0.083799167,0.170370556,0.931869444,0.488054457,0.087026808,0.253794034,1.290698779,0.632822798,-0.003227641,0.305675544,-0.358829334,0.799163216
1978-11-01,0.083799167,0.170370556,0.938852708,0.490526245,0.087026808,0.253794034,1.297951013,0.637049693,-0.003227641,0.305675544,-0.359098304,0.804020092
1978-12-01,0.083799167,0.170370556,0.945835972,0.492985639,0.086981859,0.253766204,1.305199501,0.641247809,-0.003182693,0.305652438,-0.359363529,0.808847076
1979-01-01,-0.081445556,0.168148333,0.939048843,0.495369555,-0.004575687,0.197078684,1.304818194,0.643766588,-0.076869869,0.259063447,-0.365769351,0.812297
1979-02-01,-0.081445556,0.168148333,0.932261713,0.497742053,-0.004575687,0.197078684,1.304436887,0.64627555,-0.076869869,0.259063447,-0.372175174,0.815732332
1979-03-01,-0.081445556,0.168148333,0.925474583,0.500103296,-0.004575687,0.197078684,1.304055579,0.64877481,-0.076869869,0.259063447,-0.378580996,0.819153258
1979-04-01,-0.081445556,0.168148333,0.918687454,0.502453442,-0.004575687,0.197078684,1.303674272,0.651264479,-0.076869869,0.259063447,-0.384986818,0.822559957
1979-05-01,-0.081445556,0.168148333,0.911900324,0.504792647,-0.004575687,0.197078684,1.303292965,0.653744667,-0.076869869,0.259063447,-0.391392641,0.825952605
1979-06-01,-0.081445556,0.168148333,0.905113194,0.507121063,-0.004575687,0.197078684,1.302911658,0.65621548,-0.076869869,0.259063447,-0.397798463,0.829331374
1979-07-01,-0.081445556,0.168148333,0.898326065,0.509438836,-0.004575687,0.197078684,1.30253035,0.658677026,-0.076869869,0.259063447,-0.404204286,0.832696434
1979-08-01,-0.081445556,0.168148333,0.891538935,0.511746111,-0.004575687,0.197078684,1.302149043,0.661129406,-0.076869869,0.259063447,-0.410610108,0.83604795
1979-09-01,-0.081445556,0.168148333,0.884751806,0.514043031,-0.004575687,0.197078684,1.301767736,0.663572723,-0.076869869,0.259063447,-0.41701593,0.839386083
1979-10-01,-0.081445556,0.168148333,0.877964676,0.516329733,-0.004575687,0.197078684,1.301386429,0.666007077,-0.076869869,0.259063447,-0.423421753,0.842710994
1979-11-01,-0.081445556,0.168148333,0.871177546,0.518606352,-0.004575687,0.197078684,1.301005121,0.668432565,-0.076869869,0.259063447,-0.429827575,0.846022838
1979-12-01,-0.081445556,0.168148333,0.864390417,0.520873021,-0.004579258,0.197084837,1.300623517,0.670849434,-0.076866298,0.259068128,-0.4362331,0.849321886
1980-01-01,-0.267692222,0.165966111,0.842082731,0.523071792,-0.011847178,0.209610642,1.299636252,0.673572823,-0.255845044,0.267360003,-0.45755352,0.852821463
1980-02-01,-0.267692222,0.165966111,0.819775046,0.525261359,-0.011847178,0.209610642,1.298648987,0.676285246,-0.255845044,0.267360003,-0.478873941,0.856306738
1980-03-01,-0.267692222,0.165966111,0.797467361,0.527441837,-0.011847178,0.209610642,1.297661722,0.678986833,-0.255845044,0.267360003,-0.500194361,0.859777884
1980-04-01,-0.267692222,0.165966111,0.775159676,0.529613338,-0.011847178,0.209610642,1.296674457,0.681677713,-0.255845044,0.267360003,-0.521514781,0.863235073
1980-05-01,-0.267692222,0.165966111,0.752851991,0.531775971,-0.011847178,0.209610642,1.295687192,0.684358013,-0.255845044,0.267360003,-0.542835202,0.866678471
1980-06-01,-0.267692222,0.165966111,0.730544306,0.533929845,-0.011847178,0.209610642,1.294699927,0.687027856,-0.255845044,0.267360003,-0.564155622,0.870108243
1980-07-01,-0.267692222,0.165966111,0.70823662,0.536075065,-0.011847178,0.209610642,1.293712663,0.689687364,-0.255845044,0.267360003,-0.585476042,0.873524547
1980-08-01,-0.267692222,0.165966111,0.685928935,0.538211734,-0.011847178,0.209610642,1.292725398,0.692336656,-0.255845044,0.267360003,-0.606796463,0.876927543
1980-09-01,-0.267692222,0.165966111,0.66362125,0.540339955,-0.011847178,0.209610642,1.291738133,0.694975849,-0.255845044,0.267360003,-0.628116883,0.880317384
1980-10-01,-0.267692222,0.165966111,0.641313565,0.542459826,-0.011847178,0.209610642,1.290750868,0.697605057,-0.255845044,0.267360003,-0.649437303,0.883694222
1980-11-01,-0.267692222,0.165966111,0.61900588,0.544571445,-0.011847178,0.209610642,1.289763603,0.700224393,-0.255845044,0.267360003,-0.670757724,0.887058205
1980-12-01,-0.267692222,0.165966111,0.596698194,0.546674908,-0.011976252,0.209576283,1.288765582,0.702833114,-0.25571597,0.267333066,-0.692067388,0.890408805
1981-01-01,-0.358610833,0.163918889,0.566813958,0.548719028,-0.274507989,0.139689615,1.265889916,0.703988981,-0.084102845,0.215366178,-0.699075958,0.892576639
1981-02-01,-0.358610833,0.163918889,0.536929722,0.550755561,-0.274507989,0.139689615,1.243014251,0.705142953,-0.084102845,0.215366178,-0.706084529,0.89473922
1981-03-01,-0.358610833,0.163918889,0.507045486,0.552784592,-0.274507989,0.139689615,1.220138585,0.70629504,-0.084102845,0.215366178,-0.713093099,0.896896587
1981-04-01,-0.358610833,0.163918889,0.47716125,0.554806202,-0.274507989,0.139689615,1.197262919,0.70744525,-0.084102845,0.215366178,-0.720101669,0.899048778
