# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1971-07-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -80 (degree_east)
# geospatial_lon_max: 10 (degree_east)
# geospatial_lat_min: 60 (degree_north)
# geospatial_lat_max: 90 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: Greenland Gt
Date,Mass balance (Gt/yr),Mass balance uncertainty (Gt/yr),Cumulative mass balance anomaly (Gt),Cumulative mass balance anomaly uncertainty (Gt),Surface mass balance anomaly (Gt/yr),Surface mass balance anomaly uncertainty (Gt/yr),Cumulative surface mass balance anomaly (Gt),Cumulative surface mass balance anomaly uncertainty (Gt),Dynamics mass balance anomaly (Gt/yr),Dynamics mass balance anomaly uncertainty (Gt/yr),Cumulative dynamics mass balance anomaly (Gt),Cumulative dynamics mass balance anomaly uncertainty (Gt)
1976-04-01,51.4543,63.0363,216.0682833,145.6838421,177.0726929,111.629631,325.9217822,174.2395297,-125.6183929,128.1980875,-109.8534989,227.1193421
1976-05-01,51.4543,63.0363,220.3561417,146.8159158,177.0726929,111.629631,340.67784,177.1943706,-125.6183929,128.1980875,-120.3216983,230.1146629
1976-06-01,51.4543,63.0363,224.644,147.9393268,177.0726929,111.629631,355.4338977,180.1007391,-125.6183929,128.1980875,-130.7898977,233.0714925
1976-07-01,51.4543,63.0363,228.9318583,149.0542709,177.0726929,111.629631,370.1899555,182.9609452,-125.6183929,128.1980875,-141.2580971,235.9912777
1976-08-01,51.4543,63.0363,233.2197167,150.1609368,177.0726929,111.629631,384.9460132,185.7771211,-125.6183929,128.1980875,-151.7262965,238.8753768
1976-09-01,51.4543,63.0363,237.507575,151.2595062,177.0726929,111.629631,399.7020709,188.5512396,-125.6183929,128.1980875,-162.1944959,241.7250673
1976-10-01,51.4543,63.0363,241.7954333,152.3501542,177.0726929,111.629631,414.4581287,191.2851306,-125.6183929,128.1980875,-172.6626953,244.5415521
1976-11-01,51.4543,63.0363,246.0832917,153.4330498,177.0726929,111.629631,429.2141864,193.980495,-125.6183929,128.1980875,-183.1308948,247.3259655
1976-12-01,51.4543,63.0363,250.37115,154.5083559,176.9832749,111.6137551,443.9627927,196.6381661,-125.5289749,128.1842637,-193.5916427,250.0787883
1977-01-01,59.9621,62.1506,255.3679917,155.5465315,-5.420776367,79.2284317,443.5110613,197.963794,65.38287637,100.6967798,-188.1430696,251.7625612
1977-02-01,59.9621,62.1506,260.3648333,156.5778238,-5.420776367,79.2284317,443.0593299,199.280604,65.38287637,100.6967798,-182.6944966,253.4351476
1977-03-01,59.9621,62.1506,265.361675,157.6023678,-5.420776367,79.2284317,442.6075986,200.5887696,65.38287637,100.6967798,-177.2459236,255.0967676
1977-04-01,59.9621,62.1506,270.3585167,158.6202943,-5.420776367,79.2284317,442.1558672,201.888459,65.38287637,100.6967798,-171.7973505,256.7476342
1977-05-01,59.9621,62.1506,275.3553583,159.6317299,-5.420776367,79.2284317,441.7041358,203.1798348,65.38287637,100.6967798,-166.3487775,258.3879534
1977-06-01,59.9621,62.1506,280.3522,160.6367973,-5.420776367,79.2284317,441.2524045,204.4630545,65.38287637,100.6967798,-160.9002045,260.017925
1977-07-01,59.9621,62.1506,285.3490417,161.6356151,-5.420776367,79.2284317,440.8006731,205.7382707,65.38287637,100.6967798,-155.4516314,261.6377422
1977-08-01,59.9621,62.1506,290.3458833,162.6282986,-5.420776367,79.2284317,440.3489418,207.0056314,65.38287637,100.6967798,-150.0030584,263.2475925
1977-09-01,59.9621,62.1506,295.342725,163.6149594,-5.420776367,79.2284317,439.8972104,208.2652799,65.38287637,100.6967798,-144.5544854,264.8476576
1977-10-01,59.9621,62.1506,300.3395667,164.5957058,-5.420776367,79.2284317,439.445479,209.5173554,65.38287637,100.6967798,-139.1059124,266.438114
1977-11-01,59.9621,62.1506,305.3364083,165.570643,-5.420776367,79.2284317,438.9937477,210.7619927,65.38287637,100.6967798,-133.6573393,268.0191325
1977-12-01,59.9621,62.1506,310.33325,166.5398728,-5.402756287,79.23438312,438.543518,211.9995084,65.36485629,100.7014625,-128.210268,269.5910251
1978-01-01,30.1677,61.3334,312.847225,167.4783909,31.32965088,91.36585236,441.1543222,213.6338803,-1.161950879,110.0431958,-128.3070972,271.456159
1978-02-01,30.1677,61.3334,315.3612,168.4116789,31.32965088,91.36585236,443.7651264,215.2558434,-1.161950879,110.0431958,-128.4039264,273.308565
1978-03-01,30.1677,61.3334,317.875175,169.3398233,31.32965088,91.36585236,446.3759307,216.8656759,-1.161950879,110.0431958,-128.5007557,275.1485002
1978-04-01,30.1677,61.3334,320.38915,170.2629083,31.32965088,91.36585236,448.9867349,218.4636461,-1.161950879,110.0431958,-128.5975849,276.976213
1978-05-01,30.1677,61.3334,322.903125,171.1810157,31.32965088,91.36585236,451.5975392,220.0500123,-1.161950879,110.0431958,-128.6944142,278.791944
1978-06-01,30.1677,61.3334,325.4171,172.094225,31.32965088,91.36585236,454.2083434,221.6250238,-1.161950879,110.0431958,-128.7912434,280.5959256
1978-07-01,30.1677,61.3334,327.931075,173.0026141,31.32965088,91.36585236,456.8191476,223.188921,-1.161950879,110.0431958,-128.8880726,282.3883831
1978-08-01,30.1677,61.3334,330.44505,173.9062582,31.32965088,91.36585236,459.4299519,224.7419359,-1.161950879,110.0431958,-128.9849019,284.1695346
1978-09-01,30.1677,61.3334,332.959025,174.8052311,31.32965088,91.36585236,462.0407561,226.2842925,-1.161950879,110.0431958,-129.0817311,285.9395912
1978-10-01,30.1677,61.3334,335.473,175.6996044,31.32965088,91.36585236,464.6515604,227.8162073,-1.161950879,110.0431958,-129.1785604,287.6987579
1978-11-01,30.1677,61.3334,337.986975,176.5894481,31.32965088,91.36585236,467.2623646,229.3378895,-1.161950879,110.0431958,-129.2753896,289.4472331
1978-12-01,30.1677,61.3334,340.50095,177.4748302,31.31346931,91.3558336,469.8718204,230.8492111,-1.145769311,110.0348776,-129.3708704,291.1849474
1979-01-01,-29.3204,60.5334,338.0575833,178.3330397,-1.647247314,70.94832611,469.7345498,231.7559716,-27.67315269,93.2628409,-131.6769664,292.4269198
1979-02-01,-29.3204,60.5334,335.6142167,179.187139,-1.647247314,70.94832611,469.5972792,232.6591981,-27.67315269,93.2628409,-133.9830625,293.6636397
1979-03-01,-29.3204,60.5334,333.17085,180.0371864,-1.647247314,70.94832611,469.4600086,233.5589317,-27.67315269,93.2628409,-136.2891586,294.895173
1979-04-01,-29.3204,60.5334,330.7274833,180.8832392,-1.647247314,70.94832611,469.3227379,234.4552125,-27.67315269,93.2628409,-138.5952546,296.1215846
1979-05-01,-29.3204,60.5334,328.2841167,181.7253531,-1.647247314,70.94832611,469.1854673,235.34808,-27.67315269,93.2628409,-140.9013507,297.3429379
1979-06-01,-29.3204,60.5334,325.84075,182.5635825,-1.647247314,70.94832611,469.0481967,236.2375729,-27.67315269,93.2628409,-143.2074467,298.5592948
1979-07-01,-29.3204,60.5334,323.3973833,183.3979809,-1.647247314,70.94832611,468.9109261,237.1237292,-27.67315269,93.2628409,-145.5135428,299.7707163
1979-08-01,-29.3204,60.5334,320.9540167,184.2286001,-1.647247314,70.94832611,468.7736555,238.0065862,-27.67315269,93.2628409,-147.8196388,300.9772619
1979-09-01,-29.3204,60.5334,318.51065,185.0554912,-1.647247314,70.94832611,468.6363849,238.8861803,-27.67315269,93.2628409,-150.1257349,302.17899
1979-10-01,-29.3204,60.5334,316.0672833,185.8787039,-1.647247314,70.94832611,468.4991143,239.7625476,-27.67315269,93.2628409,-152.431831,303.3759578
1979-11-01,-29.3204,60.5334,313.6239167,186.6982867,-1.647247314,70.94832611,468.3618437,240.6357233,-27.67315269,93.2628409,-154.737927,304.5682216
1979-12-01,-29.3204,60.5334,311.18055,187.5142874,-1.648532758,70.95054149,468.2244659,241.5057963,-27.67186724,93.26452623,-157.0439159,305.7558791
1980-01-01,-96.3692,59.7478,303.1497833,188.3058451,-4.264984131,75.45983124,467.8690506,242.4862164,-92.10421587,96.24960122,-164.7192673,307.0157267
1980-02-01,-96.3692,59.7478,295.1190167,189.0940893,-4.264984131,75.45983124,467.5136353,243.4626885,-92.10421587,96.24960122,-172.3946186,308.2704256
1980-03-01,-96.3692,59.7478,287.08825,189.8790613,-4.264984131,75.45983124,467.1582199,244.4352598,-92.10421587,96.24960122,-180.0699699,309.5200383
1980-04-01,-96.3692,59.7478,279.0574833,190.6608015,-4.264984131,75.45983124,466.8028046,245.4039766,-92.10421587,96.24960122,-187.7453212,310.7646263
1980-05-01,-96.3692,59.7478,271.0267167,191.4393495,-4.264984131,75.45983124,466.4473892,246.3688846,-92.10421587,96.24960122,-195.4206726,312.0042497
1980-06-01,-96.3692,59.7478,262.99595,192.2147441,-4.264984131,75.45983124,466.0919739,247.3300281,-92.10421587,96.24960122,-203.0960239,313.2389673
1980-07-01,-96.3692,59.7478,254.9651833,192.9870233,-4.264984131,75.45983124,465.7365585,248.287451,-92.10421587,96.24960122,-210.7713752,314.4688371
1980-08-01,-96.3692,59.7478,246.9344167,193.7562244,-4.264984131,75.45983124,465.3811432,249.2411962,-92.10421587,96.24960122,-218.4467265,315.6939156
1980-09-01,-96.3692,59.7478,238.90365,194.5223838,-4.264984131,75.45983124,465.0257279,250.1913056,-92.10421587,96.24960122,-226.1220779,316.9142584
1980-10-01,-96.3692,59.7478,230.8728833,195.2855373,-4.264984131,75.45983124,464.6703125,251.1378206,-92.10421587,96.24960122,-233.7974292,318.12992
1980-11-01,-96.3692,59.7478,222.8421167,196.0457202,-4.264984131,75.45983124,464.3148972,252.0807816,-92.10421587,96.24960122,-241.4727805,319.3409539
1980-12-01,-96.3692,59.7478,214.81135,196.8029667,-4.311450727,75.4474617,463.9556096,253.019921,-92.05774927,96.23990379,-249.1442596,320.5471699
1981-01-01,-129.0999,59.0108,204.053025,197.53885,-98.82287598,50.28826141,455.7203699,253.4360331,-30.27702402,77.53182413,-251.6673449,321.3275901
1981-02-01,-129.0999,59.0108,193.2947,198.2720021,-98.82287598,50.28826141,447.4851303,253.8514631,-30.27702402,77.53182413,-254.1904303,322.1061194
1981-03-01,-129.0999,59.0108,182.536375,199.0024532,-98.82287598,50.28826141,439.2498906,254.2662143,-30.27702402,77.53182413,-256.7135156,322.8827715
1981-04-01,-129.0999,59.0108,171.77805,199.7302329,-98.82287598,50.28826141,431.0146509,254.6802902,-30.27702402,77.53182413,-259.2366009,323.65756
1981-05-01,-129.0999,59.0108,161.019725,200.4553703,-98.82287598,50.28826141,422.7794113,255.0936938,-30.27702402,77.53182413,-261.7596863,324.4304981
1981-06-01,-129.0999,59.0108,150.2614,201.177894,-98.82287598,50.28826141,414.5441716,255.5064286,-30.27702402,77.53182413,-264.2827716,325.2015992
1981-07-01,-129.0999,59.0108,139.503075,201.8978321,-98.82287598,50.28826141,406.3089319,255.9184978,-30.27702402,77.53182413,-266.8058569,325.9708762
