# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: Antarctica mm
Date,Mass balance (mm/yr),Mass balance uncertainty (mm/yr),Cumulative mass balance anomaly (mm),Cumulative mass balance anomaly uncertainty (mm),Surface mass balance anomaly (mm/yr),Surface mass balance anomaly uncertainty (mm/yr),Cumulative surface mass balance anomaly (mm),Cumulative surface mass balance anomaly uncertainty (mm),Dynamics mass balance anomaly (mm/yr),Dynamics mass balance anomaly uncertainty (mm/yr),Cumulative dynamics mass balance anomaly (mm),Cumulative dynamics mass balance anomaly uncertainty (mm)
1981-03-01,-5.81E-05,0.116132222,-0.2186075,0.304738889,0.523497179,0.121588569,0.546037101,0.177020036,-0.523555234,0.168138256,-0.76464467,0.352422895
1981-04-01,-5.81E-05,0.116132222,-0.2186125,0.306577222,0.523497179,0.121588569,0.589661866,0.180466271,-0.523555234,0.168138256,-0.808274273,0.355749589
1981-05-01,-5.81E-05,0.116132222,-0.218617222,0.308404722,0.523497179,0.121588569,0.633286631,0.183847917,-0.523555234,0.168138256,-0.851903876,0.35904546
1981-06-01,-5.81E-05,0.116132222,-0.218622222,0.310221667,0.523497179,0.121588569,0.676911395,0.187168476,-0.523555234,0.168138256,-0.895533479,0.362311352
1981-07-01,-5.81E-05,0.116132222,-0.218626944,0.312027778,0.523497179,0.121588569,0.72053616,0.190431142,-0.523555234,0.168138256,-0.939163082,0.365548066
1981-08-01,-5.81E-05,0.116132222,-0.218631667,0.313823611,0.523497179,0.121588569,0.764160925,0.193638844,-0.523555234,0.168138256,-0.982792685,0.368756371
1981-09-01,-5.81E-05,0.116132222,-0.218636667,0.315609167,0.523497179,0.121588569,0.80778569,0.196794267,-0.523555234,0.168138256,-1.026422287,0.371937003
1981-10-01,-5.81E-05,0.116132222,-0.218641389,0.317384444,0.523497179,0.121588569,0.851410455,0.199899888,-0.523555234,0.168138256,-1.07005189,0.375090665
1981-11-01,-5.81E-05,0.116132222,-0.218646389,0.319150278,0.523497179,0.121588569,0.89503522,0.202957993,-0.523555234,0.168138256,-1.113681493,0.378218032
1981-12-01,-5.81E-05,0.116132222,-0.218651111,0.320906111,0.523284111,0.121585831,0.938642229,0.205970564,-0.523342167,0.168136276,-1.15729334,0.381319678
1982-01-01,-0.060137778,0.114371389,-0.2236625,0.3226,0.283515082,0.118504969,0.962268486,0.208792143,-0.34365286,0.164694391,-1.185931079,0.384272105
1982-02-01,-0.060137778,0.114371389,-0.228674167,0.324285278,0.283515082,0.118504969,0.985894743,0.211576096,-0.34365286,0.164694391,-1.214568817,0.38720202
1982-03-01,-0.060137778,0.114371389,-0.233685556,0.325961667,0.283515082,0.118504969,1.009521,0.214323891,-0.34365286,0.164694391,-1.243206555,0.390109931
1982-04-01,-0.060137778,0.114371389,-0.238696944,0.327629444,0.283515082,0.118504969,1.033147257,0.2170369,-0.34365286,0.164694391,-1.271844294,0.392996325
1982-05-01,-0.060137778,0.114371389,-0.243708611,0.329288611,0.283515082,0.118504969,1.056773514,0.219716412,-0.34365286,0.164694391,-1.300482032,0.395861674
1982-06-01,-0.060137778,0.114371389,-0.24872,0.330939722,0.283515082,0.118504969,1.08039977,0.222363637,-0.34365286,0.164694391,-1.32911977,0.398706432
1982-07-01,-0.060137778,0.114371389,-0.253731389,0.332582778,0.283515082,0.118504969,1.104026027,0.224979717,-0.34365286,0.164694391,-1.357757509,0.401531035
1982-08-01,-0.060137778,0.114371389,-0.258742778,0.3342175,0.283515082,0.118504969,1.127652284,0.227565724,-0.34365286,0.164694391,-1.386395247,0.404335907
1982-09-01,-0.060137778,0.114371389,-0.263754444,0.335844167,0.283515082,0.118504969,1.151278541,0.230122672,-0.34365286,0.164694391,-1.415032986,0.407121456
1982-10-01,-0.060137778,0.114371389,-0.268765833,0.337463333,0.283515082,0.118504969,1.174904798,0.232651521,-0.34365286,0.164694391,-1.443670724,0.409888074
1982-11-01,-0.060137778,0.114371389,-0.273777222,0.339074444,0.283515082,0.118504969,1.198531055,0.235153175,-0.34365286,0.164694391,-1.472308462,0.412636143
1982-12-01,-0.060137778,0.114371389,-0.278788889,0.340678056,0.283142614,0.118497418,1.222126273,0.237628181,-0.343280392,0.164688957,-1.500915162,0.415365852
1983-01-01,-0.044868056,0.113037222,-0.282527778,0.342237222,-0.136003282,0.109999487,1.210792666,0.239740435,0.091135227,0.157725397,-1.493320559,0.417853921
1983-02-01,-0.044868056,0.113037222,-0.286266667,0.343789444,-0.136003282,0.109999487,1.199459059,0.241834241,0.091135227,0.157725397,-1.485725957,0.420327263
1983-03-01,-0.044868056,0.113037222,-0.290005833,0.345334444,-0.136003282,0.109999487,1.188125452,0.243910074,0.091135227,0.157725397,-1.478131355,0.422786136
1983-04-01,-0.044868056,0.113037222,-0.293744722,0.346872778,-0.136003282,0.109999487,1.176791845,0.245968388,0.091135227,0.157725397,-1.470536753,0.42523079
1983-05-01,-0.044868056,0.113037222,-0.297483889,0.348404167,-0.136003282,0.109999487,1.165458238,0.248009621,0.091135227,0.157725397,-1.46294215,0.427661471
1983-06-01,-0.044868056,0.113037222,-0.301222778,0.349928889,-0.136003282,0.109999487,1.154124631,0.25003419,0.091135227,0.157725397,-1.455347548,0.430078414
1983-07-01,-0.044868056,0.113037222,-0.304961667,0.351446944,-0.136003282,0.109999487,1.142791025,0.252042496,0.091135227,0.157725397,-1.447752946,0.43248185
1983-08-01,-0.044868056,0.113037222,-0.308700833,0.352958611,-0.136003282,0.109999487,1.131457418,0.254034927,0.091135227,0.157725397,-1.440158344,0.434872003
1983-09-01,-0.044868056,0.113037222,-0.312439722,0.354463889,-0.136003282,0.109999487,1.120123811,0.256011851,0.091135227,0.157725397,-1.432563741,0.437249091
1983-10-01,-0.044868056,0.113037222,-0.316178889,0.3559625,-0.136003282,0.109999487,1.108790204,0.257973626,0.091135227,0.157725397,-1.424969139,0.439613326
1983-11-01,-0.044868056,0.113037222,-0.319917778,0.357455,-0.136003282,0.109999487,1.097456597,0.259920595,0.091135227,0.157725397,-1.417374537,0.441964913
1983-12-01,-0.044868056,0.113037222,-0.323656667,0.358941389,-0.135600478,0.110008183,1.086156557,0.261853393,0.090732422,0.157731462,-1.409813502,0.444304234
1984-01-01,0.040523056,0.112573889,-0.320279722,0.360409444,0.317683241,0.119793955,1.112630161,0.264127019,-0.277160186,0.164388175,-1.432910184,0.446831298
1984-02-01,0.040523056,0.112573889,-0.316903056,0.361871667,0.317683241,0.119793955,1.139103764,0.266381239,-0.277160186,0.164388175,-1.456006866,0.449344149
1984-03-01,0.040523056,0.112573889,-0.313526111,0.363328056,0.317683241,0.119793955,1.165577368,0.268616543,-0.277160186,0.164388175,-1.479103548,0.451843027
1984-04-01,0.040523056,0.112573889,-0.310149167,0.364778333,0.317683241,0.119793955,1.192050971,0.270833399,-0.277160186,0.164388175,-1.50220023,0.45432816
1984-05-01,0.040523056,0.112573889,-0.306772222,0.366223056,0.317683241,0.119793955,1.218524575,0.273032256,-0.277160186,0.164388175,-1.525296912,0.456799773
1984-06-01,0.040523056,0.112573889,-0.303395278,0.367662222,0.317683241,0.119793955,1.244998178,0.275213545,-0.277160186,0.164388175,-1.548393595,0.459258085
1984-07-01,0.040523056,0.112573889,-0.300018333,0.369095556,0.317683241,0.119793955,1.271471781,0.277377681,-0.277160186,0.164388175,-1.571490277,0.461703308
1984-08-01,0.040523056,0.112573889,-0.296641389,0.370523333,0.317683241,0.119793955,1.297945385,0.279525063,-0.277160186,0.164388175,-1.594586959,0.46413565
1984-09-01,0.040523056,0.112573889,-0.293264444,0.371945833,0.317683241,0.119793955,1.324418988,0.281656073,-0.277160186,0.164388175,-1.617683641,0.46655531
1984-10-01,0.040523056,0.112573889,-0.2898875,0.373362778,0.317683241,0.119793955,1.350892592,0.283771081,-0.277160186,0.164388175,-1.640780323,0.468962486
1984-11-01,0.040523056,0.112573889,-0.286510556,0.374774444,0.317683241,0.119793955,1.377366195,0.285870441,-0.277160186,0.164388175,-1.663877005,0.471357369
1984-12-01,0.040523056,0.112573889,-0.283133611,0.376180556,0.317645739,0.119791194,1.403836673,0.2879544,-0.277122684,0.164386163,-1.686970562,0.473740087
1985-01-01,0.018001111,0.113445278,-0.281633611,0.377603333,0.2754442,0.116683261,1.426790357,0.289917779,-0.257443089,0.162741557,-1.708424153,0.476063797
1985-02-01,0.018001111,0.113445278,-0.280133611,0.379020833,0.2754442,0.116683261,1.44974404,0.29186795,-0.257443089,0.162741557,-1.729877744,0.478376218
1985-03-01,0.018001111,0.113445278,-0.278633333,0.380433056,0.2754442,0.116683261,1.472697723,0.293805178,-0.257443089,0.162741557,-1.751331335,0.480677516
1985-04-01,0.018001111,0.113445278,-0.277133333,0.38184,0.2754442,0.116683261,1.495651407,0.295729715,-0.257443089,0.162741557,-1.772784925,0.482967848
1985-05-01,0.018001111,0.113445278,-0.275633333,0.383241667,0.2754442,0.116683261,1.51860509,0.297641809,-0.257443089,0.162741557,-1.794238516,0.48524737
1985-06-01,0.018001111,0.113445278,-0.274133056,0.384638611,0.2754442,0.116683261,1.541558773,0.299541697,-0.257443089,0.162741557,-1.815692107,0.487516234
1985-07-01,0.018001111,0.113445278,-0.272633056,0.38603,0.2754442,0.116683261,1.564512457,0.301429611,-0.257443089,0.162741557,-1.837145698,0.489774587
1985-08-01,0.018001111,0.113445278,-0.271133056,0.387416667,0.2754442,0.116683261,1.58746614,0.303305774,-0.257443089,0.162741557,-1.858599288,0.492022575
1985-09-01,0.018001111,0.113445278,-0.269632778,0.388798333,0.2754442,0.116683261,1.610419824,0.305170402,-0.257443089,0.162741557,-1.880052879,0.494260338
1985-10-01,0.018001111,0.113445278,-0.268132778,0.390175278,0.2754442,0.116683261,1.633373507,0.307023706,-0.257443089,0.162741557,-1.90150647,0.496488016
1985-11-01,0.018001111,0.113445278,-0.266632778,0.391547222,0.2754442,0.116683261,1.65632719,0.30886589,-0.257443089,0.162741557,-1.922960061,0.498705743
1985-12-01,0.018001111,0.113445278,-0.2651325,0.392914444,0.27506783,0.116678012,1.679249509,0.310696988,-0.257066719,0.162737794,-1.944382287,0.500913549
1986-01-01,-0.170967778,0.113339722,-0.27938,0.394274167,-0.148469035,0.110772207,1.66687709,0.312338211,-0.022498743,0.158481464,-1.946257182,0.502998424
1986-02-01,-0.170967778,0.113339722,-0.293627222,0.395629444,-0.148469035,0.110772207,1.65450467,0.313970856,-0.022498743,0.158481464,-1.948132078,0.505074694
1986-03-01,-0.170967778,0.113339722,-0.307874444,0.39698,-0.148469035,0.110772207,1.642132251,0.315595055,-0.022498743,0.158481464,-1.950006973,0.507142463
1986-04-01,-0.170967778,0.113339722,-0.322121944,0.398326111,-0.148469035,0.110772207,1.629759831,0.317210938,-0.022498743,0.158481464,-1.951881868,0.509201835
1986-05-01,-0.170967778,0.113339722,-0.336369167,0.3996675,-0.148469035,0.110772207,1.617387412,0.31881863,-0.022498743,0.158481464,-1.953756763,0.511252912
1986-06-01,-0.170967778,0.113339722,-0.350616389,0.401004444,-0.148469035,0.110772207,1.605014992,0.320418257,-0.022498743,0.158481464,-1.955631659,0.513295793
1986-07-01,-0.170967778,0.113339722,-0.364863889,0.402336944,-0.148469035,0.110772207,1.592642572,0.322009937,-0.022498743,0.158481464,-1.957506554,0.515330576
1986-08-01,-0.170967778,0.113339722,-0.379111111,0.403665278,-0.148469035,0.110772207,1.580270153,0.323593788,-0.022498743,0.158481464,-1.959381449,0.517357356
1986-09-01,-0.170967778,0.113339722,-0.393358333,0.404988889,-0.148469035,0.110772207,1.567897733,0.325169925,-0.022498743,0.158481464,-1.961256344,0.519376227
1986-10-01,-0.170967778,0.113339722,-0.407605833,0.406308611,-0.148469035,0.110772207,1.555525314,0.326738458,-0.022498743,0.158481464,-1.96313124,0.521387281
1986-11-01,-0.170967778,0.113339722,-0.421853056,0.407623611,-0.148469035,0.110772207,1.543152894,0.328299498,-0.022498743,0.158481464,-1.965006135,0.523390607
1986-12-01,-0.170967778,0.113339722,-0.436100278,0.408934722,-0.148832199,0.110765315,1.530750211,0.329852957,-0.022135579,0.158476647,-1.966850767,0.525386174
1987-01-01,-0.356115833,0.114167222,-0.465776667,0.410260556,-0.557507324,0.103009669,1.484291267,0.331190614,0.201391491,0.153769784,-1.950068142,0.527258059
1987-02-01,-0.356115833,0.114167222,-0.495453056,0.411582222,-0.557507324,0.103009669,1.437832324,0.332522889,0.201391491,0.153769784,-1.933285518,0.529123322
1987-03-01,-0.356115833,0.114167222,-0.525129167,0.412899722,-0.557507324,0.103009669,1.39137338,0.333849848,0.201391491,0.153769784,-1.916502894,0.530982032
1987-04-01,-0.356115833,0.114167222,-0.554805556,0.414212778,-0.557507324,0.103009669,1.344914436,0.335171554,0.201391491,0.153769784,-1.89972027,0.532834259
1987-05-01,-0.356115833,0.114167222,-0.584481944,0.415521944,-0.557507324,0.103009669,1.298455493,0.336488068,0.201391491,0.153769784,-1.882937645,0.534680069
1987-06-01,-0.356115833,0.114167222,-0.614158333,0.416826944,-0.557507324,0.103009669,1.251996549,0.337799451,0.201391491,0.153769784,-1.866155021,0.536519529
1987-07-01,-0.356115833,0.114167222,-0.643834444,0.418127778,-0.557507324,0.103009669,1.205537605,0.339105763,0.201391491,0.153769784,-1.849372397,0.538352704
1987-08-01,-0.356115833,0.114167222,-0.673510833,0.419424722,-0.557507324,0.103009669,1.159078661,0.340407062,0.201391491,0.153769784,-1.832589773,0.540179658
1987-09-01,-0.356115833,0.114167222,-0.703187222,0.4207175,-0.557507324,0.103009669,1.112619718,0.341703406,0.201391491,0.153769784,-1.815807148,0.542000454
1987-10-01,-0.356115833,0.114167222,-0.732863611,0.422006389,-0.557507324,0.103009669,1.066160774,0.342994849,0.201391491,0.153769784,-1.799024524,0.543815154
1987-11-01,-0.356115833,0.114167222,-0.762539722,0.423291389,-0.557507324,0.103009669,1.01970183,0.344281449,0.201391491,0.153769784,-1.7822419,0.545623818
1987-12-01,-0.356115833,0.114167222,-0.792216111,0.4245725,-0.557163423,0.103016577,0.973271545,0.34556343,0.20104759,0.153774412,-1.765487934,0.547426614
1988-01-01,-0.378165556,0.1134325,-0.82373,0.425833333,-0.170164998,0.110790126,0.959091129,0.347040279,-0.208000557,0.158560348,-1.782821314,0.549336885
1988-02-01,-0.378165556,0.1134325,-0.855243889,0.427090278,-0.170164998,0.110790126,0.944910712,0.348510869,-0.208000557,0.158560348,-1.800154694,0.551240536
1988-03-01,-0.378165556,0.1134325,-0.8867575,0.428343889,-0.170164998,0.110790126,0.930730296,0.349975281,-0.208000557,0.158560348,-1.817488073,0.553137636
1988-04-01,-0.378165556,0.1134325,-0.918271389,0.429593611,-0.170164998,0.110790126,0.916549879,0.35143359,-0.208000557,0.158560348,-1.834821453,0.555028251
1988-05-01,-0.378165556,0.1134325,-0.949785278,0.430839722,-0.170164998,0.110790126,0.902369462,0.352885873,-0.208000557,0.158560348,-1.852154833,0.556912448
1988-06-01,-0.378165556,0.1134325,-0.981298889,0.4320825,-0.170164998,0.110790126,0.888189046,0.354332203,-0.208000557,0.158560348,-1.869488213,0.558790292
1988-07-01,-0.378165556,0.1134325,-1.012812778,0.433321389,-0.170164998,0.110790126,0.874008629,0.355772654,-0.208000557,0.158560348,-1.886821592,0.560661846
