# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: West Antarctica mm
Date,Mass balance (mm/yr),Mass balance uncertainty (mm/yr),Cumulative mass balance anomaly (mm),Cumulative mass balance anomaly uncertainty (mm),Surface mass balance anomaly (mm/yr),Surface mass balance anomaly uncertainty (mm/yr),Cumulative surface mass balance anomaly (mm),Cumulative surface mass balance anomaly uncertainty (mm),Dynamics mass balance anomaly (mm/yr),Dynamics mass balance anomaly uncertainty (mm/yr),Cumulative dynamics mass balance anomaly (mm),Cumulative dynamics mass balance anomaly uncertainty (mm)
1981-03-01,-0.062518889,0.058664444,-0.033223889,0.152931389,0.020653619,0.02881475,0.376287339,0.04728332,-0.083172508,0.065359061,-0.409511228,0.160073964
1981-04-01,-0.062518889,0.058664444,-0.038433889,0.153866111,0.020653619,0.02881475,0.378008474,0.048009407,-0.083172508,0.065359061,-0.41644227,0.161182065
1981-05-01,-0.062518889,0.058664444,-0.043643889,0.154795278,0.020653619,0.02881475,0.379729608,0.048724675,-0.083172508,0.065359061,-0.423373312,0.162282599
1981-06-01,-0.062518889,0.058664444,-0.048853611,0.155718889,0.020653619,0.02881475,0.381450743,0.049429594,-0.083172508,0.065359061,-0.430304354,0.16337572
1981-07-01,-0.062518889,0.058664444,-0.054063611,0.156636944,0.020653619,0.02881475,0.383171878,0.050124601,-0.083172508,0.065359061,-0.437235397,0.164461575
1981-08-01,-0.062518889,0.058664444,-0.059273611,0.157549722,0.020653619,0.02881475,0.384893013,0.050810102,-0.083172508,0.065359061,-0.444166439,0.165540308
1981-09-01,-0.062518889,0.058664444,-0.064483333,0.158457222,0.020653619,0.02881475,0.386614148,0.051486476,-0.083172508,0.065359061,-0.451097481,0.166612057
1981-10-01,-0.062518889,0.058664444,-0.069693333,0.159359722,0.020653619,0.02881475,0.388335283,0.05215408,-0.083172508,0.065359061,-0.458028524,0.167676956
1981-11-01,-0.062518889,0.058664444,-0.074903333,0.160256944,0.020653619,0.02881475,0.390056418,0.052813246,-0.083172508,0.065359061,-0.464959566,0.168735134
1981-12-01,-0.062518889,0.058664444,-0.080113056,0.161149444,0.020646057,0.028813849,0.391776922,0.053464244,-0.083164945,0.065358664,-0.471889978,0.169786704
1982-01-01,-0.135674444,0.057066389,-0.091419444,0.161989167,0.012136163,0.027799945,0.392788269,0.05406319,-0.147810607,0.063477632,-0.484207529,0.170772683
1982-02-01,-0.135674444,0.057066389,-0.102725556,0.162824722,0.012136163,0.027799945,0.393799616,0.054655572,-0.147810607,0.063477632,-0.496525079,0.171753001
1982-03-01,-0.135674444,0.057066389,-0.114031667,0.163655833,0.012136163,0.027799945,0.394810963,0.055241602,-0.147810607,0.063477632,-0.50884263,0.172727755
1982-04-01,-0.135674444,0.057066389,-0.125338056,0.164482778,0.012136163,0.027799945,0.39582231,0.055821481,-0.147810607,0.063477632,-0.52116018,0.17369704
1982-05-01,-0.135674444,0.057066389,-0.136644167,0.165305833,0.012136163,0.027799945,0.396833657,0.056395397,-0.147810607,0.063477632,-0.533477731,0.174660945
1982-06-01,-0.135674444,0.057066389,-0.147950278,0.166124722,0.012136163,0.027799945,0.397845004,0.056963531,-0.147810607,0.063477632,-0.545795282,0.17561956
1982-07-01,-0.135674444,0.057066389,-0.159256667,0.166939444,0.012136163,0.027799945,0.398856351,0.057526055,-0.147810607,0.063477632,-0.558112832,0.176572971
1982-08-01,-0.135674444,0.057066389,-0.170562778,0.167750278,0.012136163,0.027799945,0.399867698,0.058083131,-0.147810607,0.063477632,-0.570430383,0.177521261
1982-09-01,-0.135674444,0.057066389,-0.181868889,0.168557222,0.012136163,0.027799945,0.400879044,0.058634914,-0.147810607,0.063477632,-0.582747933,0.178464513
1982-10-01,-0.135674444,0.057066389,-0.193175278,0.169360278,0.012136163,0.027799945,0.401890391,0.059181553,-0.147810607,0.063477632,-0.595065484,0.179402805
1982-11-01,-0.135674444,0.057066389,-0.204481389,0.170159722,0.012136163,0.027799945,0.402901738,0.059723189,-0.147810607,0.063477632,-0.607383035,0.180336216
1982-12-01,-0.135674444,0.057066389,-0.2157875,0.170955278,0.012022402,0.027796782,0.403903605,0.060259835,-0.147696846,0.063476246,-0.619691105,0.181264779
1983-01-01,-0.093453889,0.0571625,-0.223575556,0.171749722,-0.115994941,0.024236933,0.39423736,0.060664653,0.022541052,0.062088488,-0.617812684,0.182148754
1983-02-01,-0.093453889,0.0571625,-0.231363333,0.172540556,-0.115994941,0.024236933,0.384571115,0.061066788,0.022541052,0.062088488,-0.615934263,0.183028459
1983-03-01,-0.093453889,0.0571625,-0.239151111,0.173327778,-0.115994941,0.024236933,0.37490487,0.061466291,0.022541052,0.062088488,-0.614055842,0.183903957
1983-04-01,-0.093453889,0.0571625,-0.246938889,0.174111667,-0.115994941,0.024236933,0.365238625,0.061863215,0.022541052,0.062088488,-0.612177421,0.184775306
1983-05-01,-0.093453889,0.0571625,-0.254726944,0.174891944,-0.115994941,0.024236933,0.35557238,0.062257608,0.022541052,0.062088488,-0.610299,0.185642565
1983-06-01,-0.093453889,0.0571625,-0.262514722,0.175668611,-0.115994941,0.024236933,0.345906135,0.062649519,0.022541052,0.062088488,-0.608420579,0.186505792
1983-07-01,-0.093453889,0.0571625,-0.2703025,0.176441944,-0.115994941,0.024236933,0.33623989,0.063038993,0.022541052,0.062088488,-0.606542158,0.187365042
1983-08-01,-0.093453889,0.0571625,-0.278090278,0.177211944,-0.115994941,0.024236933,0.326573644,0.063426075,0.022541052,0.062088488,-0.604663737,0.188220369
1983-09-01,-0.093453889,0.0571625,-0.285878056,0.177978611,-0.115994941,0.024236933,0.316907399,0.06381081,0.022541052,0.062088488,-0.602785316,0.189071827
1983-10-01,-0.093453889,0.0571625,-0.293666111,0.178741944,-0.115994941,0.024236933,0.307241154,0.064193238,0.022541052,0.062088488,-0.600906895,0.189919467
1983-11-01,-0.093453889,0.0571625,-0.301453889,0.179501944,-0.115994941,0.024236933,0.297574909,0.064573402,0.022541052,0.062088488,-0.599028474,0.190763341
1983-12-01,-0.093453889,0.0571625,-0.309241667,0.180258889,-0.115789196,0.02424064,0.28792581,0.064951456,0.022335307,0.062089935,-0.597167198,0.191603538
1984-01-01,0.009986389,0.057768056,-0.308409444,0.181028611,0.115739271,0.028411394,0.297570749,0.065467236,-0.105752882,0.064376669,-0.605979939,0.192502672
1984-02-01,0.009986389,0.057768056,-0.307577222,0.181795,0.115739271,0.028411394,0.307215688,0.065978983,-0.105752882,0.064376669,-0.614792679,0.193397626
1984-03-01,0.009986389,0.057768056,-0.306745,0.182558333,0.115739271,0.028411394,0.316860627,0.066486792,-0.105752882,0.064376669,-0.623605419,0.194288457
1984-04-01,0.009986389,0.057768056,-0.305912778,0.183318333,0.115739271,0.028411394,0.326505567,0.066990751,-0.105752882,0.064376669,-0.632418159,0.195175223
1984-05-01,0.009986389,0.057768056,-0.305080556,0.184075278,0.115739271,0.028411394,0.336150506,0.067490948,-0.105752882,0.064376669,-0.6412309,0.196057977
1984-06-01,0.009986389,0.057768056,-0.304248333,0.184829167,0.115739271,0.028411394,0.345795445,0.067987464,-0.105752882,0.064376669,-0.65004364,0.196936775
1984-07-01,0.009986389,0.057768056,-0.303416111,0.18558,0.115739271,0.028411394,0.355440385,0.068480381,-0.105752882,0.064376669,-0.65885638,0.197811669
1984-08-01,0.009986389,0.057768056,-0.302584167,0.186327778,0.115739271,0.028411394,0.365085324,0.068969775,-0.105752882,0.064376669,-0.66766912,0.198682711
1984-09-01,0.009986389,0.057768056,-0.301751944,0.1870725,0.115739271,0.028411394,0.374730263,0.069455721,-0.105752882,0.064376669,-0.67648186,0.19954995
1984-10-01,0.009986389,0.057768056,-0.300919722,0.187814167,0.115739271,0.028411394,0.384375202,0.06993829,-0.105752882,0.064376669,-0.685294601,0.200413436
1984-11-01,0.009986389,0.057768056,-0.3000875,0.188553056,0.115739271,0.028411394,0.394020142,0.070417553,-0.105752882,0.064376669,-0.694107341,0.201273218
1984-12-01,0.009986389,0.057768056,-0.299255278,0.189289167,0.11577275,0.028412087,0.403667871,0.070893598,-0.105786361,0.064376975,-0.702922871,0.202129351
1985-01-01,0.013136667,0.057821111,-0.298160556,0.190023611,0.153446621,0.029192575,0.416455089,0.071392713,-0.140309955,0.064772582,-0.714615367,0.202992361
1985-02-01,0.013136667,0.057821111,-0.297065833,0.190755278,0.153446621,0.029192575,0.429242308,0.071888363,-0.140309955,0.064772582,-0.726307863,0.203851717
1985-03-01,0.013136667,0.057821111,-0.295971111,0.191484167,0.153446621,0.029192575,0.442029526,0.072380618,-0.140309955,0.064772582,-0.738000359,0.204707466
1985-04-01,0.013136667,0.057821111,-0.294876389,0.192210278,0.153446621,0.029192575,0.454816745,0.072869548,-0.140309955,0.064772582,-0.749692856,0.205559652
1985-05-01,0.013136667,0.057821111,-0.293781667,0.192933611,0.153446621,0.029192575,0.467603963,0.07335522,-0.140309955,0.064772582,-0.761385352,0.20640832
1985-06-01,0.013136667,0.057821111,-0.292686944,0.193654444,0.153446621,0.029192575,0.480391181,0.073837697,-0.140309955,0.064772582,-0.773077848,0.207253512
1985-07-01,0.013136667,0.057821111,-0.291592222,0.1943725,0.153446621,0.029192575,0.4931784,0.074317042,-0.140309955,0.064772582,-0.784770344,0.208095272
1985-08-01,0.013136667,0.057821111,-0.2904975,0.195087778,0.153446621,0.029192575,0.505965618,0.074793315,-0.140309955,0.064772582,-0.796462841,0.208933641
1985-09-01,0.013136667,0.057821111,-0.289402778,0.195800556,0.153446621,0.029192575,0.518752837,0.075266574,-0.140309955,0.064772582,-0.808155337,0.209768659
1985-10-01,0.013136667,0.057821111,-0.288308056,0.196510833,0.153446621,0.029192575,0.531540055,0.075736876,-0.140309955,0.064772582,-0.819847833,0.210600366
1985-11-01,0.013136667,0.057821111,-0.287213333,0.197218333,0.153446621,0.029192575,0.544327274,0.076204275,-0.140309955,0.064772582,-0.831540329,0.211428802
1985-12-01,0.013136667,0.057821111,-0.286118611,0.197923333,0.153156068,0.029188059,0.557090279,0.076668682,-0.140019401,0.064770546,-0.843208613,0.212253952
1986-01-01,-0.149273056,0.057557778,-0.298558056,0.198619722,-0.173809052,0.024106118,0.542606192,0.076983844,0.024535996,0.062401945,-0.841163946,0.213016995
1986-02-01,-0.149273056,0.057557778,-0.3109975,0.199313333,-0.173809052,0.024106118,0.528122104,0.07729772,0.024535996,0.062401945,-0.83911928,0.213777315
1986-03-01,-0.149273056,0.057557778,-0.323436944,0.200004722,-0.173809052,0.024106118,0.513638017,0.077610328,0.024535996,0.062401945,-0.837074614,0.214534941
1986-04-01,-0.149273056,0.057557778,-0.335876389,0.200693611,-0.173809052,0.024106118,0.499153929,0.077921681,0.024535996,0.062401945,-0.835029947,0.2152899
1986-05-01,-0.149273056,0.057557778,-0.348315833,0.201380278,-0.173809052,0.024106118,0.484669841,0.078231795,0.024535996,0.062401945,-0.832985281,0.216042221
1986-06-01,-0.149273056,0.057557778,-0.360755278,0.202064722,-0.173809052,0.024106118,0.470185754,0.078540685,0.024535996,0.062401945,-0.830940615,0.216791932
1986-07-01,-0.149273056,0.057557778,-0.373194722,0.202746667,-0.173809052,0.024106118,0.455701666,0.078848365,0.024535996,0.062401945,-0.828895948,0.217539058
1986-08-01,-0.149273056,0.057557778,-0.385634167,0.203426389,-0.173809052,0.024106118,0.441217578,0.079154849,0.024535996,0.062401945,-0.826851282,0.218283628
1986-09-01,-0.149273056,0.057557778,-0.398073611,0.204103889,-0.173809052,0.024106118,0.426733491,0.07946015,0.024535996,0.062401945,-0.824806616,0.219025666
1986-10-01,-0.149273056,0.057557778,-0.410513056,0.204778889,-0.173809052,0.024106118,0.412249403,0.079764283,0.024535996,0.062401945,-0.822761949,0.219765199
1986-11-01,-0.149273056,0.057557778,-0.4229525,0.205451944,-0.173809052,0.024106118,0.397765316,0.080067261,0.024535996,0.062401945,-0.820717283,0.220502251
1986-12-01,-0.149273056,0.057557778,-0.435391944,0.206122778,-0.173753257,0.02410769,0.383285877,0.080369136,0.024480201,0.062402552,-0.818677266,0.221236862
1987-01-01,-0.159994444,0.058021111,-0.448724722,0.206802222,-0.110966661,0.025876069,0.374038656,0.080715523,-0.049027783,0.06352968,-0.822762915,0.221995685
1987-02-01,-0.159994444,0.058021111,-0.4620575,0.207479167,-0.110966661,0.025876069,0.364791434,0.081060429,-0.049027783,0.06352968,-0.826848564,0.222751923
1987-03-01,-0.159994444,0.058021111,-0.475390556,0.208154167,-0.110966661,0.025876069,0.355544212,0.081403874,-0.049027783,0.06352968,-0.830934212,0.223505603
1987-04-01,-0.159994444,0.058021111,-0.488723333,0.208826944,-0.110966661,0.025876069,0.34629699,0.081745877,-0.049027783,0.06352968,-0.835019861,0.224256749
1987-05-01,-0.159994444,0.058021111,-0.502056111,0.2094975,-0.110966661,0.025876069,0.337049769,0.082086454,-0.049027783,0.06352968,-0.839105509,0.225005388
1987-06-01,-0.159994444,0.058021111,-0.515389167,0.210166111,-0.110966661,0.025876069,0.327802547,0.082425624,-0.049027783,0.06352968,-0.843191158,0.225751544
1987-07-01,-0.159994444,0.058021111,-0.528721944,0.2108325,-0.110966661,0.025876069,0.318555325,0.082763404,-0.049027783,0.06352968,-0.847276807,0.226495242
1987-08-01,-0.159994444,0.058021111,-0.542054722,0.211496667,-0.110966661,0.025876069,0.309308103,0.083099812,-0.049027783,0.06352968,-0.851362455,0.227236506
1987-09-01,-0.159994444,0.058021111,-0.555387778,0.212158889,-0.110966661,0.025876069,0.300060882,0.083434862,-0.049027783,0.06352968,-0.855448104,0.22797536
1987-10-01,-0.159994444,0.058021111,-0.568720556,0.212819167,-0.110966661,0.025876069,0.29081366,0.083768573,-0.049027783,0.06352968,-0.859533752,0.228711827
1987-11-01,-0.159994444,0.058021111,-0.582053333,0.213477222,-0.110966661,0.025876069,0.281566438,0.08410096,-0.049027783,0.06352968,-0.863619401,0.22944593
1987-12-01,-0.159994444,0.058021111,-0.595386389,0.214133333,-0.1107468,0.02587981,0.272337538,0.084432133,-0.049247644,0.063531204,-0.867723371,0.230177727
1988-01-01,-0.087778889,0.057938889,-0.602701111,0.214785278,0.13666704,0.030089084,0.283726458,0.084877743,-0.224445929,0.065286046,-0.886427199,0.230947992
1988-02-01,-0.087778889,0.057938889,-0.610016111,0.215435556,0.13666704,0.030089084,0.295115378,0.085321025,-0.224445929,0.065286046,-0.905131026,0.231715696
1988-03-01,-0.087778889,0.057938889,-0.617331111,0.216083889,0.13666704,0.030089084,0.306504298,0.085762016,-0.224445929,0.065286046,-0.923834853,0.232480866
1988-04-01,-0.087778889,0.057938889,-0.624645833,0.216730278,0.13666704,0.030089084,0.317893218,0.086200751,-0.224445929,0.065286046,-0.942538681,0.233243525
1988-05-01,-0.087778889,0.057938889,-0.631960833,0.217374722,0.13666704,0.030089084,0.329282138,0.086637264,-0.224445929,0.065286046,-0.961242508,0.234003698
1988-06-01,-0.087778889,0.057938889,-0.639275833,0.218017222,0.13666704,0.030089084,0.340671058,0.087071589,-0.224445929,0.065286046,-0.979946336,0.234761411
1988-07-01,-0.087778889,0.057938889,-0.646590556,0.218657778,0.13666704,0.030089084,0.352059978,0.087503758,-0.224445929,0.065286046,-0.998650163,0.235516685
