# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: Antarctica Gt
Date,Mass balance (Gt/yr),Mass balance uncertainty (Gt/yr),Cumulative mass balance anomaly (Gt),Cumulative mass balance anomaly uncertainty (Gt),Surface mass balance anomaly (Gt/yr),Surface mass balance anomaly uncertainty (Gt/yr),Cumulative surface mass balance anomaly (Gt),Cumulative surface mass balance anomaly uncertainty (Gt),Dynamics mass balance anomaly (Gt/yr),Dynamics mass balance anomaly uncertainty (Gt/yr),Cumulative dynamics mass balance anomaly (Gt),Cumulative dynamics mass balance anomaly uncertainty (Gt)
1981-05-01,-0.0209,41.8076,-78.7022,111.0257,188.4589844,43.77188492,227.983187,66.18525008,-188.4798844,60.52977224,-306.6853953,129.2563657
1981-06-01,-0.0209,41.8076,-78.704,111.6798,188.4589844,43.77188492,243.6881024,67.38065122,-188.4798844,60.52977224,-322.3920524,130.4320865
1981-07-01,-0.0209,41.8076,-78.7057,112.33,188.4589844,43.77188492,259.3930177,68.55521126,-188.4798844,60.52977224,-338.0987094,131.5973036
1981-08-01,-0.0209,41.8076,-78.7074,112.9765,188.4589844,43.77188492,275.0979331,69.70998366,-188.4798844,60.52977224,-353.8053664,132.7522936
1981-09-01,-0.0209,41.8076,-78.7092,113.6193,188.4589844,43.77188492,290.8028485,70.84593604,-188.4798844,60.52977224,-369.5120235,133.897321
1981-10-01,-0.0209,41.8076,-78.7109,114.2584,188.4589844,43.77188492,306.5077638,71.96395963,-188.4798844,60.52977224,-385.2186805,135.0326393
1981-11-01,-0.0209,41.8076,-78.7127,114.8941,188.4589844,43.77188492,322.2126792,73.06487745,-188.4798844,60.52977224,-400.9253375,136.1584915
1981-12-01,-0.0209,41.8076,-78.7144,115.5262,188.3822801,43.77089932,337.9112025,74.14940295,-188.4031801,60.52905951,-416.6256025,137.2750842
1982-01-01,-21.6496,41.1737,-80.5185,116.136,102.0654297,42.66178894,346.416655,75.16517134,-123.7150297,59.28998067,-426.9351883,138.3379578
1982-02-01,-21.6496,41.1737,-82.3227,116.7427,102.0654297,42.66178894,354.9221075,76.16739465,-123.7150297,59.28998067,-437.2447741,139.3927272
1982-03-01,-21.6496,41.1737,-84.1268,117.3462,102.0654297,42.66178894,363.4275599,77.15660071,-123.7150297,59.28998067,-447.5543599,140.439575
1982-04-01,-21.6496,41.1737,-85.9309,117.9466,102.0654297,42.66178894,371.9330124,78.13328394,-123.7150297,59.28998067,-457.8639458,141.478677
1982-05-01,-21.6496,41.1737,-87.7351,118.5439,102.0654297,42.66178894,380.4384649,79.09790821,-123.7150297,59.28998067,-468.1735316,142.5102027
1982-06-01,-21.6496,41.1737,-89.5392,119.1383,102.0654297,42.66178894,388.9439174,80.05090948,-123.7150297,59.28998067,-478.4831174,143.5343154
1982-07-01,-21.6496,41.1737,-91.3433,119.7298,102.0654297,42.66178894,397.4493698,80.99269803,-123.7150297,59.28998067,-488.7927032,144.5511727
1982-08-01,-21.6496,41.1737,-93.1474,120.3183,102.0654297,42.66178894,405.9548223,81.92366056,-123.7150297,59.28998067,-499.102289,145.5609266
1982-09-01,-21.6496,41.1737,-94.9516,120.9039,102.0654297,42.66178894,414.4602748,82.84416204,-123.7150297,59.28998067,-509.4118748,146.563724
1982-10-01,-21.6496,41.1737,-96.7557,121.4868,102.0654297,42.66178894,422.9657273,83.75454739,-123.7150297,59.28998067,-519.7214606,147.5597066
1982-11-01,-21.6496,41.1737,-98.5598,122.0668,102.0654297,42.66178894,431.4711797,84.65514299,-123.7150297,59.28998067,-530.0310464,148.5490116
1982-12-01,-21.6496,41.1737,-100.364,122.6441,101.9313411,42.65907037,439.9654582,85.54614503,-123.5809411,59.28802457,-540.3294582,149.5317068
1983-01-01,-16.1525,40.6934,-101.71,123.2054,-48.96118164,39.59981537,435.8853597,86.30655662,32.80868164,56.78114283,-537.5954014,150.4274117
1983-02-01,-16.1525,40.6934,-103.056,123.7642,-48.96118164,39.59981537,431.8052612,87.0603268,32.80868164,56.78114283,-534.8613446,151.3178147
1983-03-01,-16.1525,40.6934,-104.4021,124.3204,-48.96118164,39.59981537,427.7251627,87.8076266,32.80868164,56.78114283,-532.1272877,152.2030089
1983-04-01,-16.1525,40.6934,-105.7481,124.8742,-48.96118164,39.59981537,423.6450643,88.54861983,32.80868164,56.78114283,-529.3932309,153.0830846
1983-05-01,-16.1525,40.6934,-107.0942,125.4255,-48.96118164,39.59981537,419.5649658,89.28346353,32.80868164,56.78114283,-526.6591741,153.9581295
1983-06-01,-16.1525,40.6934,-108.4402,125.9744,-48.96118164,39.59981537,415.4848673,90.01230831,32.80868164,56.78114283,-523.9251173,154.828229
1983-07-01,-16.1525,40.6934,-109.7862,126.5209,-48.96118164,39.59981537,411.4047689,90.73529871,32.80868164,56.78114283,-521.1910605,155.693466
1983-08-01,-16.1525,40.6934,-111.1323,127.0651,-48.96118164,39.59981537,407.3246704,91.4525736,32.80868164,56.78114283,-518.4570037,156.5539211
1983-09-01,-16.1525,40.6934,-112.4783,127.607,-48.96118164,39.59981537,403.2445719,92.16426642,32.80868164,56.78114283,-515.7229469,157.4096727
1983-10-01,-16.1525,40.6934,-113.8244,128.1465,-48.96118164,39.59981537,399.1644735,92.8705055,32.80868164,56.78114283,-512.9888901,158.2607972
1983-11-01,-16.1525,40.6934,-115.1704,128.6838,-48.96118164,39.59981537,395.084375,93.57141432,32.80868164,56.78114283,-510.2548333,159.1073687
1983-12-01,-16.1525,40.6934,-116.5164,129.2189,-48.816172,39.60294593,391.0163607,94.26722138,32.663672,56.78332616,-507.5328607,159.9495242
1984-01-01,14.5883,40.5266,-115.3007,129.7474,114.3659668,43.12582397,400.5468579,95.0857267,-99.7776668,59.17974316,-515.8476662,160.8592671
1984-02-01,14.5883,40.5266,-114.0851,130.2738,114.3659668,43.12582397,410.0773551,95.89724615,-99.7776668,59.17974316,-524.1624718,161.7638938
1984-03-01,14.5883,40.5266,-112.8694,130.7981,114.3659668,43.12582397,419.6078524,96.70195559,-99.7776668,59.17974316,-532.4772774,162.6634896
1984-04-01,14.5883,40.5266,-111.6537,131.3202,114.3659668,43.12582397,429.1383496,97.50002365,-99.7776668,59.17974316,-540.7920829,163.5581375
1984-05-01,14.5883,40.5266,-110.438,131.8403,114.3659668,43.12582397,438.6688468,98.2916121,-99.7776668,59.17974316,-549.1068885,164.4479184
1984-06-01,14.5883,40.5266,-109.2223,132.3584,114.3659668,43.12582397,448.1993441,99.07687624,-99.7776668,59.17974316,-557.4216941,165.3329107
1984-07-01,14.5883,40.5266,-108.0066,132.8744,114.3659668,43.12582397,457.7298413,99.85596528,-99.7776668,59.17974316,-565.7364996,166.213191
1984-08-01,14.5883,40.5266,-106.7909,133.3884,114.3659668,43.12582397,467.2603385,100.6290226,-99.7776668,59.17974316,-574.0513052,167.0888338
1984-09-01,14.5883,40.5266,-105.5752,133.9005,114.3659668,43.12582397,476.7908358,101.3961863,-99.7776668,59.17974316,-582.3661108,167.9599116
1984-10-01,14.5883,40.5266,-104.3595,134.4106,114.3659668,43.12582397,486.321333,102.157589,-99.7776668,59.17974316,-590.6809163,168.826495
1984-11-01,14.5883,40.5266,-103.1438,134.9188,114.3659668,43.12582397,495.8518302,102.9133587,-99.7776668,59.17974316,-598.9957219,169.6886529
1984-12-01,14.5883,40.5266,-101.9281,135.425,114.3524661,43.12482972,505.3812024,103.663584,-99.76416614,59.17901863,-607.3094024,170.5464315
1985-01-01,6.4804,40.8403,-101.3881,135.9372,99.15991211,42.00597382,513.6445284,104.3704003,-92.67951211,58.5869605,-615.0326951,171.3829667
1985-02-01,6.4804,40.8403,-100.8481,136.4475,99.15991211,42.00597382,521.9078544,105.0724621,-92.67951211,58.5869605,-622.7559877,172.2154386
1985-03-01,6.4804,40.8403,-100.308,136.9559,99.15991211,42.00597382,530.1711804,105.7698639,-92.67951211,58.5869605,-630.4792804,173.0439057
1985-04-01,6.4804,40.8403,-99.768,137.4624,99.15991211,42.00597382,538.4345064,106.4626974,-92.67951211,58.5869605,-638.2025731,173.8684253
1985-05-01,6.4804,40.8403,-99.228,137.967,99.15991211,42.00597382,546.6978324,107.1510512,-92.67951211,58.5869605,-645.9258658,174.6890532
1985-06-01,6.4804,40.8403,-98.6879,138.4699,99.15991211,42.00597382,554.9611585,107.835011,-92.67951211,58.5869605,-653.6491585,175.5058441
1985-07-01,6.4804,40.8403,-98.1479,138.9708,99.15991211,42.00597382,563.2244845,108.5146599,-92.67951211,58.5869605,-661.3724511,176.3188513
1985-08-01,6.4804,40.8403,-97.6079,139.47,99.15991211,42.00597382,571.4878105,109.1900785,-92.67951211,58.5869605,-669.0957438,177.1281269
1985-09-01,6.4804,40.8403,-97.0678,139.9674,99.15991211,42.00597382,579.7511365,109.8613447,-92.67951211,58.5869605,-676.8190365,177.9337217
1985-10-01,6.4804,40.8403,-96.5278,140.4631,99.15991211,42.00597382,588.0144625,110.5285343,-92.67951211,58.5869605,-684.5423292,178.7356857
1985-11-01,6.4804,40.8403,-95.9878,140.957,99.15991211,42.00597382,596.2777885,111.1917205,-92.67951211,58.5869605,-692.2656218,179.5340674
1985-12-01,6.4804,40.8403,-95.4477,141.4492,99.02441876,42.00408449,604.5298234,111.8509156,-92.54401876,58.5856059,-699.9776234,180.3288777
1986-01-01,-61.5484,40.8023,-100.5768,141.9387,-53.44885254,39.87799454,600.0757523,112.4417561,-8.099547461,57.0533271,-700.6525857,181.0794328
1986-02-01,-61.5484,40.8023,-105.7058,142.4266,-53.44885254,39.87799454,595.6216813,113.0295082,-8.099547461,57.0533271,-701.327548,181.8268897
1986-03-01,-61.5484,40.8023,-110.8348,142.9128,-53.44885254,39.87799454,591.1676103,113.6142198,-8.099547461,57.0533271,-702.0025103,182.5712866
1986-04-01,-61.5484,40.8023,-115.9639,143.3974,-53.44885254,39.87799454,586.7135392,114.1959375,-8.099547461,57.0533271,-702.6774725,183.3126606
1986-05-01,-61.5484,40.8023,-121.0929,143.8803,-53.44885254,39.87799454,582.2594682,114.774707,-8.099547461,57.0533271,-703.3524348,184.0510483
1986-06-01,-61.5484,40.8023,-126.2219,144.3616,-53.44885254,39.87799454,577.8053971,115.3505725,-8.099547461,57.0533271,-704.0273971,184.7864856
1986-07-01,-61.5484,40.8023,-131.351,144.8413,-53.44885254,39.87799454,573.3513261,115.9235773,-8.099547461,57.0533271,-704.7023594,185.5190074
1986-08-01,-61.5484,40.8023,-136.48,145.3195,-53.44885254,39.87799454,568.897255,116.4937637,-8.099547461,57.0533271,-705.3773217,186.2486482
1986-09-01,-61.5484,40.8023,-141.609,145.796,-53.44885254,39.87799454,564.443184,117.0611729,-8.099547461,57.0533271,-706.052284,186.9754417
1986-10-01,-61.5484,40.8023,-146.7381,146.2711,-53.44885254,39.87799454,559.9891129,117.625845,-8.099547461,57.0533271,-706.7272463,187.6994211
1986-11-01,-61.5484,40.8023,-151.8671,146.7445,-53.44885254,39.87799454,555.5350419,118.1878192,-8.099547461,57.0533271,-707.4022086,188.4206186
1986-12-01,-61.5484,40.8023,-156.9961,147.2165,-53.57959148,39.87551343,551.0700759,118.7470645,-7.968808523,57.05159294,-708.0662759,189.1390226
1987-01-01,-128.2017,41.1002,-167.6796,147.6938,-200.7026367,37.08348083,534.3448562,119.2286209,72.50093672,55.35712231,-702.0245312,189.8129012
1987-02-01,-128.2017,41.1002,-178.3631,148.1696,-200.7026367,37.08348083,517.6196365,119.7082402,72.50093672,55.35712231,-695.9827865,190.4843959
1987-03-01,-128.2017,41.1002,-189.0465,148.6439,-200.7026367,37.08348083,500.8944168,120.1859454,72.50093672,55.35712231,-689.9410418,191.1535316
1987-04-01,-128.2017,41.1002,-199.73,149.1166,-200.7026367,37.08348083,484.169197,120.6617595,72.50093672,55.35712231,-683.899297,191.8203333
1987-05-01,-128.2017,41.1002,-210.4135,149.5879,-200.7026367,37.08348083,467.4439773,121.1357045,72.50093672,55.35712231,-677.8575523,192.484825
1987-06-01,-128.2017,41.1002,-221.097,150.0577,-200.7026367,37.08348083,450.7187576,121.6078025,72.50093672,55.35712231,-671.8158076,193.1470306
1987-07-01,-128.2017,41.1002,-231.7804,150.526,-200.7026367,37.08348083,433.9935379,122.0780748,72.50093672,55.35712231,-665.7740629,193.8069736
1987-08-01,-128.2017,41.1002,-242.4639,150.9929,-200.7026367,37.08348083,417.2683181,122.5465424,72.50093672,55.35712231,-659.7323181,194.464677
1987-09-01,-128.2017,41.1002,-253.1474,151.4583,-200.7026367,37.08348083,400.5430984,123.013226,72.50093672,55.35712231,-653.6905734,195.1201635
1987-10-01,-128.2017,41.1002,-263.8309,151.9223,-200.7026367,37.08348083,383.8178787,123.4781458,72.50093672,55.35712231,-647.6488287,195.7734553
1987-11-01,-128.2017,41.1002,-274.5143,152.3849,-200.7026367,37.08348083,367.092659,123.9413216,72.50093672,55.35712231,-641.607084,196.4245743
1987-12-01,-128.2017,41.1002,-285.1978,152.8461,-200.5788324,37.08596766,350.3777563,124.4028348,72.37713236,55.35878826,-635.5756563,197.0735811
1988-01-01,-136.1396,40.8357,-296.5428,153.3,-61.25939941,39.88444519,345.2728063,124.9345004,-74.88020059,57.08172529,-641.815673,197.7612786
1988-02-01,-136.1396,40.8357,-307.8878,153.7525,-61.25939941,39.88444519,340.1678564,125.463913,-74.88020059,57.08172529,-648.0556897,198.446593
1988-03-01,-136.1396,40.8357,-319.2327,154.2038,-61.25939941,39.88444519,335.0629064,125.9911011,-74.88020059,57.08172529,-654.2957064,199.1295488
1988-04-01,-136.1396,40.8357,-330.5777,154.6537,-61.25939941,39.88444519,329.9579565,126.5160924,-74.88020059,57.08172529,-660.5357231,199.8101704
1988-05-01,-136.1396,40.8357,-341.9227,155.1023,-61.25939941,39.88444519,324.8530065,127.0389142,-74.88020059,57.08172529,-666.7757398,200.4884813
1988-06-01,-136.1396,40.8357,-353.2676,155.5497,-61.25939941,39.88444519,319.7480565,127.5595932,-74.88020059,57.08172529,-673.0157565,201.1645051
1988-07-01,-136.1396,40.8357,-364.6126,155.9957,-61.25939941,39.88444519,314.6431066,128.0781554,-74.88020059,57.08172529,-679.2557733,201.8382646
1988-08-01,-136.1396,40.8357,-375.9576,156.4405,-61.25939941,39.88444519,309.5381566,128.5946266,-74.88020059,57.08172529,-685.49579,202.5097825
1988-09-01,-136.1396,40.8357,-387.3025,156.884,-61.25939941,39.88444519,304.4332067,129.1090317,-74.88020059,57.08172529,-691.7358067,203.179081
1988-10-01,-136.1396,40.8357,-398.6475,157.3262,-61.25939941,39.88444519,299.3282567,129.6213954,-74.88020059,57.08172529,-697.9758234,203.846182
1988-11-01,-136.1396,40.8357,-409.9925,157.7673,-61.25939941,39.88444519,294.2233068,130.1317419,-74.88020059,57.08172529,-704.2158401,204.511107
1988-12-01,-136.1396,40.8357,-421.3374,158.2071,-61.23863373,39.8838649,289.1200873,130.6400799,-74.90096627,57.08131984,-710.4575873,205.1738677
1989-01-01,-113.3608,41.1605,-430.7842,158.6526,-37.87060547,39.23085785,285.9642035,131.1300327,-75.49019453,56.8616476,-716.7484369,205.8294275
1989-02-01,-113.3608,41.1605,-440.2309,159.0969,-37.87060547,39.23085785,282.8083197,131.6181618,-75.49019453,56.8616476,-723.0392864,206.482906
