# id: GB/NERC/BAS/PDC/02074
# title: Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023
# summary: This dataset contains rates and cumulative anomalies in surface mass balance, dynamics, and total mass change and their associated uncertainty for the Antarctic Ice Sheet (in its entirety and split into West Antarctica, East Antarctica and the Antarctic Peninsula) for the period 1979 to 2023 and for the Greenland Ice Sheet for the period 1972 to 2023. The data are reconciled estimates of mass balance from three independent satellite-based techniques: altimetry, gravimetry, and the input-output method. This dataset is part of the Ice Sheet Mass Balance Intercomparison Exercise (IMBIE).
# acknowledgement: This work is an outcome of the Ice Sheet Mass Balance Inter-comparison Exercise (IMBIE) supported by ESA EOEP-5 "EO Science for Society" (Contract Number 4000134549/21/I-NB), the ESA "Climate Change Initiative" (Contract Number 4000126813/19/I-NB), and the NASA Cryosphere Program.
# keywords: Antarctica,Earth observation,Greenland,ice sheet,satellite,sea level rise
# citation: Otosaka, I., Shepherd, A., Amory, C., Horwath, M., King, M., Nowicki, S., Payne, A., Rignot, E., Sørensen, L., Schlegel, N., Simon, K., Smith, B., Sutterley, T., van den Broeke, M., Velicogna, I., A, G., Agosta, C., Ditmar, P., Döhne, T., … Wouters, B. (2026). Mass balance of the Greenland and Antarctic Ice Sheets from the 1970s to 2023 (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/128c5e33-5224-4197-82f0-19dcc95b80a0
# license: http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
# history: The data used to produce this reconciled mass balance estimate were gathered in the framework of the IMBIE project. In total, 45 independent satellite estimates of mass change (21 estimates for Antarctica and 24 estimates for Greenland) were used to produce this final dataset. The methodology to aggregate these into a final estimate is described in Otosaka et al. (2026).
# source: IMBIE software v3.1 https://doi.org/10.5281/zenodo.14217193
# comment: The data are reconciled estimates from 45 individual satellite-based surveys derived from the altimetry, gravimetry and input-output techniques. The respective one sigma uncertainties for each reconciled dataset are provided.
# : Each dataset contributed to the IMBIE project was processed independently by their contributors and the methods and errors on their dataset have been documented in an international peer-reviewed journal. A dedicated processor was developed in Python to compute the reconciled mass balance estimate and its uncertainty, and the core code is freely available at https://doi.org/10.5281/zenodo.14217193 (Otosaka, I. N., Gilbert, L., Pattle, M., Roca-Aparici, M., & Shepherd, A. (2024). IMBIE software v3.1. Zenodo).
# institution: Northumbria University
# authors: Inès Otosaka,Andrew Shepherd,Charles Amory,Martin Horwath,Michalea King,Sophie Nowicki,Antony Payne,Eric Rignot,Louise Sandberg Sørensen,Nicole-Jeanne Schlegel,Karen Simon,Benjamin Smith,Tyler Sutterley,Michiel van den Broeke,Isabella Velicogna,Geruo A,Cécile Agosta,Pavel Ditmar,Thorben Döhne,Marcus Engdahl,Xavier Fettweis,Rene Forsberg,Alex Gardner,Linda Gilbert,Heiko Goelzer,Noel Gourmelen,Andreas Groh,Nicolaj Hansen,Christopher Harig,Veit Helm,Shfaqat Khan,Christoph Kittel,Peter Langen,Mathias Larsen,Bryant Loomis,Malcolm McMillan,Brooke Medley,Daniele Melini,Ruth Mottram,Alan Muir,Johan Nilsson,Brice Noël,Mark Pattle,Mònica Roca i Aparici,Ingo Sasgen,Himanshu Save,Bernd Scheuchl,Ernst Schrama,Ludwig Schröder,Ki-Weon Seo,Sebastian Simonsen,Thomas Slater,Giorgio Spada,Bramha Dutt Vishwakarma,Nander Wever,David Wiese,Bert Wouters
# project: IMBIE http://imbie.org/
# publisher_name: NERC EDS UK Polar Data Centre
# publisher_type: institution
# publisher_email: pdc@bas.ac.uk
# publisher_url: https://www.bas.ac.uk/data/uk-pdc/
# time_coverage_start: 1979-01-01
# time_coverage_end: 2023-12-01
# geospatial_lon_min: -180 (degree_east)
# geospatial_lon_max: 180 (degree_east)
# geospatial_lat_min: -90 (degree_north)
# geospatial_lat_max: -60 (degree_north)
# geospatial_bounds_crs: EPSG:4326
# data_type: Antarctic Peninsula Gt
Date,Mass balance (Gt/yr),Mass balance uncertainty (Gt/yr),Cumulative mass balance anomaly (Gt),Cumulative mass balance anomaly uncertainty (Gt),Surface mass balance anomaly (Gt/yr),Surface mass balance anomaly uncertainty (Gt/yr),Cumulative surface mass balance anomaly (Gt),Cumulative surface mass balance anomaly uncertainty (Gt),Dynamics mass balance anomaly (Gt/yr),Dynamics mass balance anomaly uncertainty (Gt/yr),Cumulative dynamics mass balance anomaly (Gt),Cumulative dynamics mass balance anomaly uncertainty (Gt)
1981-05-01,-29.6808,12.0027,-86.7251,32.2096,-3.958984375,5.523694515,-152.7231382,6.657545946,-25.72181563,13.21272146,65.9980382,32.89038444
1981-06-01,-29.6808,12.0027,-89.1985,32.3954,-3.958984375,5.523694515,-153.0530536,6.845839481,-25.72181563,13.21272146,63.85455356,33.11080473
1981-07-01,-29.6808,12.0027,-91.6719,32.5802,-3.958984375,5.523694515,-153.3829689,7.029090865,-25.72181563,13.21272146,61.71106893,33.32976734
1981-08-01,-29.6808,12.0027,-94.1453,32.7639,-3.958984375,5.523694515,-153.7128843,7.207684689,-25.72181563,13.21272146,59.56758429,33.54730082
1981-09-01,-29.6808,12.0027,-96.6187,32.9466,-3.958984375,5.523694515,-154.0427997,7.381959005,-25.72181563,13.21272146,57.42409966,33.76343279
1981-10-01,-29.6808,12.0027,-99.0921,33.1283,-3.958984375,5.523694515,-154.372715,7.55221285,-25.72181563,13.21272146,55.28061502,33.97818999
1981-11-01,-29.6808,12.0027,-101.5656,33.309,-3.958984375,5.523694515,-154.7026304,7.718712271,-25.72181563,13.21272146,53.13713039,34.19159833
1981-12-01,-29.6808,12.0027,-104.039,33.4887,-3.931287701,5.524339965,-155.0302377,7.881732902,-25.7495123,13.21299131,50.9913377,34.40369154
1982-01-01,5.3997,11.6926,-103.589,33.6584,27.23631287,6.250677109,-152.760545,8.085643286,-21.83661287,13.25850139,49.17161996,34.61593535
1982-02-01,5.3997,11.6926,-103.139,33.8272,27.23631287,6.250677109,-150.4908522,8.284536267,-21.83661287,13.25850139,47.35190222,34.82688572
1982-03-01,5.3997,11.6926,-102.689,33.9952,27.23631287,6.250677109,-148.2211595,8.478764944,-21.83661287,13.25850139,45.53218448,35.03656601
1982-04-01,5.3997,11.6926,-102.239,34.1623,27.23631287,6.250677109,-145.9514667,8.668642846,-21.83661287,13.25850139,43.71246674,35.24499889
1982-05-01,5.3997,11.6926,-101.7891,34.3287,27.23631287,6.250677109,-143.681774,8.854449875,-21.83661287,13.25850139,41.892749,35.45220636
1982-06-01,5.3997,11.6926,-101.3391,34.4942,27.23631287,6.250677109,-141.4120813,9.036437152,-21.83661287,13.25850139,40.07303126,35.65820977
1982-07-01,5.3997,11.6926,-100.8891,34.659,27.23631287,6.250677109,-139.1423885,9.214830992,-21.83661287,13.25850139,38.25331352,35.86302989
1982-08-01,5.3997,11.6926,-100.4391,34.8229,27.23631287,6.250677109,-136.8726958,9.389836209,-21.83661287,13.25850139,36.43359579,36.06668687
1982-09-01,5.3997,11.6926,-99.9891,34.9861,27.23631287,6.250677109,-134.603003,9.561638868,-21.83661287,13.25850139,34.61387805,36.2692003
1982-10-01,5.3997,11.6926,-99.5392,35.1486,27.23631287,6.250677109,-132.3333103,9.730408606,-21.83661287,13.25850139,32.79416031,36.47058924
1982-11-01,5.3997,11.6926,-99.0892,35.3103,27.23631287,6.250677109,-130.0636176,9.896300594,-21.83661287,13.25850139,30.97444257,36.6708722
1982-12-01,5.3997,11.6926,-98.6392,35.4712,27.23615574,6.250331554,-127.7939379,10.05943931,-21.83645574,13.25833848,29.15473792,36.87006234
1983-01-01,17.2985,11.6678,-97.1977,35.6308,27.05934143,5.86147213,-125.5389928,10.20075442,-9.760841431,13.05735089,28.34133447,37.06223638
1983-02-01,17.2985,11.6678,-95.7561,35.7896,27.05934143,5.86147213,-123.2840477,10.3401384,-9.760841431,13.05735089,27.52793102,37.25341908
1983-03-01,17.2985,11.6678,-94.3146,35.9478,27.05934143,5.86147213,-121.0291026,10.47766832,-9.760841431,13.05735089,26.71452757,37.44362565
1983-04-01,17.2985,11.6678,-92.873,36.1052,27.05934143,5.86147213,-118.7741574,10.61341627,-9.760841431,13.05735089,25.90112411,37.63287087
1983-05-01,17.2985,11.6678,-91.4315,36.262,27.05934143,5.86147213,-116.5192123,10.74744976,-9.760841431,13.05735089,25.08772066,37.82116918
1983-06-01,17.2985,11.6678,-89.99,36.4181,27.05934143,5.86147213,-114.2642672,10.87983215,-9.760841431,13.05735089,24.27431721,38.00853465
1983-07-01,17.2985,11.6678,-88.5484,36.5735,27.05934143,5.86147213,-112.0093221,11.01062301,-9.760841431,13.05735089,23.46091376,38.19498101
1983-08-01,17.2985,11.6678,-87.1069,36.7283,27.05934143,5.86147213,-109.754377,11.13987839,-9.760841431,13.05735089,22.6475103,38.38052166
1983-09-01,17.2985,11.6678,-85.6653,36.8824,27.05934143,5.86147213,-107.4994319,11.26765112,-9.760841431,13.05735089,21.83410685,38.56516966
1983-10-01,17.2985,11.6678,-84.2238,37.0359,27.05934143,5.86147213,-105.2444867,11.3939911,-9.760841431,13.05735089,21.0207034,38.74893778
1983-11-01,17.2985,11.6678,-82.7823,37.1887,27.05934143,5.86147213,-102.9895416,11.51894547,-9.760841431,13.05735089,20.20729995,38.93183848
1983-12-01,17.2985,11.6678,-81.3407,37.341,27.04663763,5.861464191,-100.7356551,11.64255849,-9.748137632,13.05734733,19.39495514,39.11388382
1984-01-01,15.8992,11.7531,-80.0158,37.4948,12.75080872,5.852530479,-99.67308775,11.76450216,3.148391284,13.12964099,19.65732108,39.29709316
1984-02-01,15.8992,11.7531,-78.6908,37.648,12.75080872,5.852530479,-98.61052036,11.88519474,3.148391284,13.12964099,19.91968702,39.4794523
1984-03-01,15.8992,11.7531,-77.3659,37.8005,12.75080872,5.852530479,-97.54795296,12.00467396,3.148391284,13.12964099,20.18205296,39.66097298
1984-04-01,15.8992,11.7531,-76.041,37.9525,12.75080872,5.852530479,-96.48538557,12.1229757,3.148391284,13.12964099,20.4444189,39.84166664
1984-05-01,15.8992,11.7531,-74.716,38.1038,12.75080872,5.852530479,-95.42281818,12.24013409,3.148391284,13.12964099,20.70678484,40.0215445
1984-06-01,15.8992,11.7531,-73.3911,38.2546,12.75080872,5.852530479,-94.36025078,12.35618167,3.148391284,13.12964099,20.96915078,40.2006175
1984-07-01,15.8992,11.7531,-72.0662,38.4048,12.75080872,5.852530479,-93.29768339,12.47114944,3.148391284,13.12964099,21.23151673,40.37889635
1984-08-01,15.8992,11.7531,-70.7412,38.5543,12.75080872,5.852530479,-92.235116,12.58506699,3.148391284,13.12964099,21.49388267,40.55639153
1984-09-01,15.8992,11.7531,-69.4163,38.7033,12.75080872,5.852530479,-91.17254861,12.69796259,3.148391284,13.12964099,21.75624861,40.73311327
1984-10-01,15.8992,11.7531,-68.0914,38.8518,12.75080872,5.852530479,-90.10998121,12.80986326,3.148391284,13.12964099,22.01861455,40.90907161
1984-11-01,15.8992,11.7531,-66.7664,38.9996,12.75080872,5.852530479,-89.04741382,12.92079485,3.148391284,13.12964099,22.28098049,41.08427635
1984-12-01,15.8992,11.7531,-65.4415,39.1469,12.75987683,5.852477724,-87.98409075,13.03078014,3.139323169,13.12961748,22.54259075,41.25873647
1985-01-01,-3.6342,11.9807,-65.7444,39.2994,22.96440125,5.793110847,-86.07039065,13.13765234,-26.59860125,13.30779117,20.32604065,41.4371988
1985-02-01,-3.6342,11.9807,-66.0472,39.4513,22.96440125,5.793110847,-84.15669054,13.24366214,-26.59860125,13.30779117,18.10949054,41.61489582
1985-03-01,-3.6342,11.9807,-66.3501,39.6026,22.96440125,5.793110847,-82.24299044,13.34883009,-26.59860125,13.30779117,15.89294044,41.79183728
1985-04-01,-3.6342,11.9807,-66.6529,39.7533,22.96440125,5.793110847,-80.32929034,13.45317593,-26.59860125,13.30779117,13.67639034,41.96803274
1985-05-01,-3.6342,11.9807,-66.9558,39.9035,22.96440125,5.793110847,-78.41559023,13.55671865,-26.59860125,13.30779117,11.45984023,42.14349157
1985-06-01,-3.6342,11.9807,-67.2586,40.0531,22.96440125,5.793110847,-76.50189013,13.6594765,-26.59860125,13.30779117,9.243290128,42.31822292
1985-07-01,-3.6342,11.9807,-67.5615,40.2021,22.96440125,5.793110847,-74.58819002,13.76146708,-26.59860125,13.30779117,7.026740024,42.49223577
1985-08-01,-3.6342,11.9807,-67.8643,40.3506,22.96440125,5.793110847,-72.67448992,13.86270731,-26.59860125,13.30779117,4.810189921,42.6655389
1985-09-01,-3.6342,11.9807,-68.1672,40.4986,22.96440125,5.793110847,-70.76078982,13.96321353,-26.59860125,13.30779117,2.593639817,42.83814094
1985-10-01,-3.6342,11.9807,-68.47,40.646,22.96440125,5.793110847,-68.84708971,14.06300145,-26.59860125,13.30779117,0.377089713,43.01005032
1985-11-01,-3.6342,11.9807,-68.7729,40.7929,22.96440125,5.793110847,-66.93338961,14.16208628,-26.59860125,13.30779117,-1.839460391,43.18127531
1985-12-01,-3.6342,11.9807,-69.0757,40.9392,22.90658409,5.791939045,-65.0245076,14.26044299,-26.54078409,13.3072811,-4.051192398,43.35181099
1986-01-01,-29.6131,11.863,-71.5435,41.0822,-42.15617371,4.473287106,-68.53752208,14.31879042,12.54307371,12.67837003,-3.005936256,43.50602953
1986-02-01,-29.6131,11.863,-74.0112,41.2247,-42.15617371,4.473287106,-72.05053655,14.37690106,12.54307371,12.67837003,-1.960680114,43.65970333
1986-03-01,-29.6131,11.863,-76.479,41.3667,-42.15617371,4.473287106,-75.56355103,14.43477776,12.54307371,12.67837003,-0.915423972,43.81283812
1986-04-01,-29.6131,11.863,-78.9468,41.5082,-42.15617371,4.473287106,-79.0765655,14.49242332,12.54307371,12.67837003,0.12983217,43.96543953
1986-05-01,-29.6131,11.863,-81.4145,41.6492,-42.15617371,4.473287106,-82.58957998,14.5498405,12.54307371,12.67837003,1.175088313,44.11751311
1986-06-01,-29.6131,11.863,-83.8823,41.7898,-42.15617371,4.473287106,-86.10259445,14.60703199,12.54307371,12.67837003,2.220344455,44.26906428
1986-07-01,-29.6131,11.863,-86.35,41.9298,-42.15617371,4.473287106,-89.61560893,14.66400042,12.54307371,12.67837003,3.265600597,44.42009839
1986-08-01,-29.6131,11.863,-88.8178,42.0694,-42.15617371,4.473287106,-93.12862341,14.72074839,12.54307371,12.67837003,4.310856739,44.57062071
1986-09-01,-29.6131,11.863,-91.2856,42.2086,-42.15617371,4.473287106,-96.64163788,14.77727844,12.54307371,12.67837003,5.356112881,44.7206364
1986-10-01,-29.6131,11.863,-93.7533,42.3473,-42.15617371,4.473287106,-100.1546524,14.83359305,12.54307371,12.67837003,6.401369024,44.87015054
1986-11-01,-29.6131,11.863,-96.2211,42.4855,-42.15617371,4.473287106,-103.6676668,14.88969468,12.54307371,12.67837003,7.446625166,45.01916813
1986-12-01,-29.6131,11.863,-98.6888,42.6233,-42.13339003,4.473753424,-107.1787827,14.94559735,12.52029003,12.67853456,8.489982668,45.16769793
1987-01-01,-33.8912,11.4954,-101.5131,42.7523,-16.49447632,4.998510361,-108.5533224,15.01509149,-17.39672368,12.53512373,7.040255694,45.31241603
1987-02-01,-33.8912,11.4954,-104.3374,42.8809,-16.49447632,4.998510361,-109.9278621,15.08426547,-17.39672368,12.53512373,5.590528721,45.45667342
1987-03-01,-33.8912,11.4954,-107.1616,43.0091,-16.49447632,4.998510361,-111.3024017,15.15312367,-17.39672368,12.53512373,4.140801747,45.60047444
1987-04-01,-33.8912,11.4954,-109.9859,43.137,-16.49447632,4.998510361,-112.6769414,15.22167038,-17.39672368,12.53512373,2.691074774,45.74382341
1987-05-01,-33.8912,11.4954,-112.8102,43.2644,-16.49447632,4.998510361,-114.0514811,15.28990979,-17.39672368,12.53512373,1.241347801,45.88672456
1987-06-01,-33.8912,11.4954,-115.6344,43.3915,-16.49447632,4.998510361,-115.4260208,15.35784599,-17.39672368,12.53512373,-0.208379173,46.02918207
1987-07-01,-33.8912,11.4954,-118.4587,43.5182,-16.49447632,4.998510361,-116.8005605,15.425483,-17.39672368,12.53512373,-1.658106146,46.17120004
1987-08-01,-33.8912,11.4954,-121.2829,43.6445,-16.49447632,4.998510361,-118.1751002,15.49282473,-17.39672368,12.53512373,-3.10783312,46.31278252
1987-09-01,-33.8912,11.4954,-124.1072,43.7705,-16.49447632,4.998510361,-119.5496399,15.55987501,-17.39672368,12.53512373,-4.557560093,46.45393348
1987-10-01,-33.8912,11.4954,-126.9315,43.8961,-16.49447632,4.998510361,-120.9241796,15.62663759,-17.39672368,12.53512373,-6.007287067,46.59465684
1987-11-01,-33.8912,11.4954,-129.7557,44.0214,-16.49447632,4.998510361,-122.2987193,15.69311616,-17.39672368,12.53512373,-7.45701404,46.73495648
1987-12-01,-33.8912,11.4954,-132.58,44.1463,-16.49545254,4.998546018,-123.6733403,15.75931523,-17.39574746,12.53513795,-8.906659662,46.87483651
1988-01-01,-7.3703,12.1433,-133.1942,44.2852,-17.5940094,5.038671494,-125.1395078,15.82629776,10.2237094,13.14716492,-8.054683879,47.02822869
1988-02-01,-7.3703,12.1433,-133.8084,44.4237,-17.5940094,5.038671494,-126.6056752,15.89299799,10.2237094,13.14716492,-7.202708096,47.18112218
1988-03-01,-7.3703,12.1433,-134.4226,44.5618,-17.5940094,5.038671494,-128.0718427,15.95941946,10.2237094,13.14716492,-6.350732312,47.3335218
1988-04-01,-7.3703,12.1433,-135.0368,44.6995,-17.5940094,5.038671494,-129.5380101,16.02556563,10.2237094,13.14716492,-5.498756529,47.48543231
1988-05-01,-7.3703,12.1433,-135.651,44.8368,-17.5940094,5.038671494,-131.0041776,16.0914399,10.2237094,13.14716492,-4.646780746,47.6368584
1988-06-01,-7.3703,12.1433,-136.2652,44.9736,-17.5940094,5.038671494,-132.470345,16.15704559,10.2237094,13.14716492,-3.794804963,47.78780466
1988-07-01,-7.3703,12.1433,-136.8793,45.11,-17.5940094,5.038671494,-133.9365125,16.22238597,10.2237094,13.14716492,-2.942829179,47.93827563
1988-08-01,-7.3703,12.1433,-137.4935,45.246,-17.5940094,5.038671494,-135.4026799,16.28746422,10.2237094,13.14716492,-2.090853396,48.08827576
1988-09-01,-7.3703,12.1433,-138.1077,45.3816,-17.5940094,5.038671494,-136.8688474,16.35228348,10.2237094,13.14716492,-1.238877613,48.23780946
1988-10-01,-7.3703,12.1433,-138.7219,45.5168,-17.5940094,5.038671494,-138.3350148,16.41684682,10.2237094,13.14716492,-0.386901829,48.38688105
1988-11-01,-7.3703,12.1433,-139.3361,45.6516,-17.5940094,5.038671494,-139.8011823,16.48115723,10.2237094,13.14716492,0.465073954,48.53549478
1988-12-01,-7.3703,12.1433,-139.9503,45.7859,-17.52525433,5.040235168,-141.2616201,16.54525737,10.15495433,13.14776428,1.311320148,48.68366834
1989-01-01,5.9857,12.3772,-139.4515,45.9252,59.84614563,6.799868584,-136.2744413,16.66129424,-53.86044563,14.12208528,-3.177050321,48.85405822
