component,draw,chain_seed,rate,accel
ais,87,2026,0.031576579393280305,0.0010204752899932857
ais,88,2026,0.03268713220772084,0.000979428699038266
ais,89,2026,0.03247224837434203,0.0007101935427182698
ais,90,2026,0.03282872343249559,0.0006799038015333955
ais,91,2026,0.032453652279068025,0.0008251281189620763
ais,92,2026,0.032416858087115016,0.0006275680378288784
ais,93,2026,0.030687549799166852,0.0005116048419783096
ais,94,2026,0.0320926229438475,0.0007494103326225396
ais,95,2026,0.03178085807463015,0.0006288547344303836
ais,96,2026,0.029515680396258757,0.0004976583237331498
ais,97,2026,0.03327446438760844,0.0005640922112400511
ais,98,2026,0.03251494286842238,0.000523951073540657
ais,99,2026,0.032530969231333855,0.0004314444944297307
ais,100,2026,0.03183117035553483,0.0005707449281569626
ais,101,2026,0.027228226851618548,0.0006382414327519398
ais,102,2026,0.03357041871606987,0.0007374352296765939
ais,103,2026,0.03125743779660534,0.0011788529327660146
ais,104,2026,0.03270704575117528,0.0009282716118130531
ais,105,2026,0.031647850668233335,0.001229315293693896
ais,106,2026,0.03119967598187522,0.0010750193061140388
ais,107,2026,0.0312657223725088,0.0010770741186414646
ais,108,2026,0.03304899188614705,0.0005564433772578863
ais,109,2026,0.0316732670792873,0.000427154356408949
ais,110,2026,0.033512267174799056,0.0007327262918889642
ais,111,2026,0.0302518246969034,0.0008376654429286961
ais,112,2026,0.03205019947661869,0.0008092652317239377
ais,113,2026,0.03148623435372734,0.0006817351008463558
ais,114,2026,0.031349919286409504,0.0007600039390896939
ais,115,2026,0.029428687861437083,0.0009597215038049427
ais,116,2026,0.030311287750196193,0.000893870972685948
ais,117,2026,0.03318390249908336,0.0006091256529487979
ais,118,2026,0.03148810340172072,0.0007606694270280389
ais,119,2026,0.0322554144997175,0.0006509271184068245
ais,120,2026,0.031127202200092442,0.0007100998666142138
ais,121,2026,0.032984818932686684,0.0010429450005201197
ais,122,2026,0.030982583683980547,0.0011146649259304788
ais,123,2026,0.03131021233716941,0.0012534750196227188
ais,124,2026,0.03125189628591939,0.0008841609457965873
ais,125,2026,0.030820770149294133,0.0005922595341047506
ais,126,2026,0.03428640936130103,0.0009023107484610521
ais,127,2026,0.031037148201574428,0.0008226452627359481
ais,128,2026,0.03242511506355093,0.0011430843389049756
ais,129,2026,0.03179092304898296,0.0009042630828584408
ais,130,2026,0.03171162596761852,0.0007234697102382758
ais,131,2026,0.03269880507250365,0.0007542839603549487
ais,132,2026,0.0332740460838823,0.000520102586485692
ais,133,2026,0.031921267742666244,0.0007665581430403164
ais,134,2026,0.032520269152530396,0.0004570429794695054
ais,135,2026,0.0347190599368106,0.0008242242421090685
ais,136,2026,0.03184121053803402,0.001103910520461567
ais,137,2026,0.031779183680288585,0.0005997544001193809
ais,138,2026,0.03114527311763526,0.0006983056847829713
ais,139,2026,0.03153446074089612,0.0009948864853323721
ais,140,2026,0.032604382006193026,0.0007515221881345491
ais,141,2026,0.03292602218748076,0.0008631390053142387
ais,142,2026,0.03217513546142119,0.0006894021762179126
ais,143,2026,0.03263624055477386,0.0009626820085477684
ais,144,2026,0.03215455491525392,0.0006902694675599607
ais,145,2026,0.032589320138221786,0.0010352436624980136
ais,146,2026,0.03127394871771153,0.0005467882431056762
ais,147,2026,0.03208385975823701,0.0006352932622256047
ais,148,2026,0.032072441758773856,0.0008114570629015861
ais,149,2026,0.03291834579842072,0.000616285085522512
ais,150,2026,0.029368945880511577,0.0010458733156203876
ais,151,2026,0.030512472148824032,0.0007374726592994109
ais,152,2026,0.03100867211988522,0.0006724211295610187
ais,153,2026,0.03107600975455004,0.0008229301405393884
ais,154,2026,0.03258537439072868,0.0006342025080852152
ais,155,2026,0.032188473351190856,0.000718293972698775
ais,156,2026,0.031254890634895054,0.0010487124386217037
ais,157,2026,0.03267034943158881,0.0007066208699540935
ais,158,2026,0.032078992597081295,0.00035787782745580693
ais,159,2026,0.031025135531036818,0.0005989379861958146
ais,160,2026,0.032920025205255006,0.000670542644800487
ais,161,2026,0.034669659681490855,0.0005794252230316704
ais,162,2026,0.03089348707731109,0.0007864661044401439
ais,163,2026,0.033146685114443714,0.0010976388102155712
ais,164,2026,0.03208013595670207,0.000946457434076376
ais,165,2026,0.02994528148596193,0.001194228792564773
ais,166,2026,0.031050053811259946,0.0014339981194641262
ais,167,2026,0.032294433276999095,0.0006572007866162023
ais,168,2026,0.03052496041294914,0.0004803033372456974
ais,169,2026,0.03337081754432955,0.0005266858285945466
ais,170,2026,0.028657691220058335,0.0006400494650938702
ais,171,2026,0.03044004386949364,0.0009506370997131611
ais,172,2026,0.030418306866191715,0.00039938070494606714
ais,173,2026,0.031135525626715094,0.0005004289750488451
ais,174,2026,0.02893265620840323,0.0004082088850741542
ais,175,2026,0.03169903638680159,0.0005501516089558225
ais,176,2026,0.030766334478990562,0.0006439761731657644
ais,177,2026,0.029692278593511798,0.0004976597795670341
ais,178,2026,0.0314523021548479,0.000673777448043306
ais,179,2026,0.033626856765040916,0.0009515554124010128
ais,180,2026,0.029531810772709388,0.0007565829505215603
ais,181,2026,0.030426672541837035,0.0008427702819424432
ais,182,2026,0.03197743357655463,0.0005847320463789379
ais,183,2026,0.03021236420674748,0.00044460653147678116
ais,184,2026,0.033866893177386476,0.000522338888394955
ais,185,2026,0.033646859885065654,0.0005537414481141018
ais,186,2026,0.03115186853036501,0.00046946843495718205
ais,187,2026,0.03170225198516734,0.0012968831337667594
ais,188,2026,0.031366631780346536,0.0008339354979809468
ais,189,2026,0.031498980402578196,0.0010868502299209402
ais,190,2026,0.0324180645771769,0.0009443795837347047
ais,191,2026,0.032134526051996355,0.0009339912722810187
ais,192,2026,0.03167992003025215,0.0007020972478910411
ais,193,2026,0.03105672666952589,0.0005587594590764166
ais,194,2026,0.032813915644440084,0.0009701240424548409
ais,195,2026,0.0308416341736885,0.0005858029651434678
ais,196,2026,0.03251928307379909,0.0007631465603389252
ais,197,2026,0.03216827493189971,0.0006723749657733352
ais,198,2026,0.030695255632232746,0.0007190479666865221
ais,199,2026,0.03284581157219884,0.0007536486274927601
ais,200,2026,0.0324255906408595,0.0006336927667983654
ais,201,2026,0.030322288494702324,0.0007631466825019943
ais,202,2026,0.03240587245493522,0.000722361330993563
ais,203,2026,0.029059140144607275,0.000614678549154477
ais,204,2026,0.03146751207833296,0.0006213510520350255
ais,205,2026,0.03313797309404092,0.0006041497516221794
ais,206,2026,0.032222394390862254,0.0005164470886212448
ais,207,2026,0.031789654815047856,0.0006109872167030033
ais,208,2026,0.031502190607402,0.0004538037401552095
ais,209,2026,0.03141832080827909,0.0005643364842903203
ais,210,2026,0.025848639108608528,0.0008255562305148601
ais,211,2026,0.0321448888399,0.00023649542826677648
ais,212,2026,0.029026413533661914,0.0008292586063502723
ais,213,2026,0.031926017299098296,0.0005592189963494776
ais,214,2026,0.03216465930489501,0.00039713614097044986
ais,215,2026,0.02969986289465983,0.0004976420931859133
ais,216,2026,0.03373004671116675,0.0005608066252037623
ais,217,2026,0.03184505862417571,0.0004447736751860689
ais,218,2026,0.03259784171709192,0.0005256299834700266
ais,219,2026,0.03258876060234209,0.00034848367277548714
ais,220,2026,0.031387265801104076,0.0005742553430736746
ais,221,2026,0.03200735543348704,0.0006109861605713476
ais,222,2026,0.030946093516514735,0.0007512561052560087
ais,223,2026,0.03330271555337268,0.0005253725580209188
ais,224,2026,0.030239876957200065,0.00046475261717158676
ais,225,2026,0.030203694696506744,0.000554490914446875
ais,226,2026,0.030567801436207936,0.0007518061668046864
ais,227,2026,0.030296365131883888,0.000614250908080169
ais,228,2026,0.03180267215974542,0.0006119476581947032
ais,229,2026,0.03096051486870877,0.0005815479390217295
ais,230,2026,0.031548235475637475,0.0003443712922581062
ais,231,2026,0.03419371971001915,0.00037611188858155143
ais,232,2026,0.0335852211183083,0.0005428949924827448
ais,233,2026,0.032477723105749326,0.0006190462762721667
ais,234,2026,0.031255006574999696,0.00034258559678501703
ais,235,2026,0.03349919134753557,0.0004429711427310284
ais,236,2026,0.03242032403069084,0.0008022971634213454
ais,237,2026,0.032581334324651594,0.0006202541127835309
ais,238,2026,0.03205780250859855,0.0007586883019744129
ais,239,2026,0.03160951118177074,0.0010308658622477718
ais,240,2026,0.031296085377877376,0.001154708580456743
ais,241,2026,0.0326257056491088,0.000673940301429084
ais,242,2026,0.03292003359968499,0.0005719132809522707
ais,243,2026,0.03215279790515674,0.000659073723167566
ais,244,2026,0.03305694564857275,0.0006498222477281904
ais,245,2026,0.03131781117319993,0.0007489237447806902
ais,246,2026,0.031161907879845487,0.000605250704146006
ais,247,2026,0.0319072943606102,0.0006358609081006017
ais,248,2026,0.03246122836987331,0.0007367471890881037
ais,249,2026,0.03187312665941541,0.0007790564853930082
ais,250,2026,0.031046634733551633,0.0007153786310027456
ais,251,2026,0.032274786915251305,0.0007966892415903195
ais,252,2026,0.032450045482358456,0.0006681212357695759
ais,253,2026,0.031886820022735664,0.0007273926912271303
ais,254,2026,0.031378047757534236,0.0005757270827213507
ais,255,2026,0.03037799261933942,0.0011311006181206264
ais,256,2026,0.03145030849193383,0.0007161656535986775
ais,257,2026,0.02965821025272197,0.0010429957293007386
ais,258,2026,0.033162073415092384,0.0007613511218418098
ais,259,2026,0.032159118195137774,0.0005836333041264131
ais,260,2026,0.03110388873098435,0.0006018396640564163
ais,261,2026,0.03353159935411505,0.00040323228142985767
ais,262,2026,0.032751395506200036,0.0006067489418114851
ais,263,2026,0.02981433180974447,0.00037548011439653714
ais,264,2026,0.0330270534145617,0.0007284412651320732
ais,265,2026,0.031784652398943514,0.0006598053121855033
ais,266,2026,0.031048654385235457,0.0010482685344422853
ais,267,2026,0.029876673013562068,0.001204426146776943
ais,268,2026,0.031879431362056974,0.0007393560826669103
ais,269,2026,0.03223735080879858,0.0007992130069874017
ais,270,2026,0.03118325091670863,0.000957260059316126
ais,271,2026,0.03125565548961484,0.0008237197796835574
ais,272,2026,0.03135241789777559,0.0005809872574691792
ais,273,2026,0.030739302518858175,0.00048823517293698624
ais,274,2026,0.0298778205828798,0.00046542874517979834
ais,275,2026,0.03182938278209154,0.0005286846393585911
ais,276,2026,0.028478801128565382,0.00039072369071643445
ais,277,2026,0.031404357336186704,0.000675024344153397
ais,278,2026,0.03245199171603612,0.000897524358205194
ais,279,2026,0.03156349358711866,0.0007476947988429023
ais,280,2026,0.03258012810186098,0.000652253150982114
ais,281,2026,0.027101684580297304,0.00047641560391422364
ais,282,2026,0.030589742419287757,0.00048032908495151993
ais,283,2026,0.03178293937916921,0.0005053252732653916
ais,284,2026,0.031423978441629405,0.0006056773666348569
ais,285,2026,0.03156866228634016,0.0005464797823443217
ais,286,2026,0.033397510084011574,0.000437728387487556
ais,287,2026,0.032659441478807553,0.0006206368446968203
ais,288,2026,0.03223667344015924,0.0011101831601792102
ais,289,2026,0.028692684465141546,0.0010892128873227645
ais,290,2026,0.03190475190290032,0.0010331246054545772
ais,291,2026,0.03199999990709102,0.000651899763917292
ais,292,2026,0.03390867624981718,0.0008253599898057625
ais,293,2026,0.03233095431222269,0.001126203164314934
ais,294,2026,0.031044895996097617,0.0007407320300809006
ais,295,2026,0.030785708723111073,0.0007989613448792041
ais,296,2026,0.032404814404142265,0.0007452538553046041
ais,297,2026,0.030615855650210192,0.001108780443268792
ais,298,2026,0.03279238001683244,0.0007903926803749832
ais,299,2026,0.032207217528448316,0.000850700100016942
ais,300,2026,0.0326913382353298,0.0007967337657839416
ais,301,2026,0.031303349340494994,0.0005941408644608695
ais,302,2026,0.03128601272327273,0.0004888873569774549
ais,303,2026,0.032663604904058084,0.0007190050111633849
ais,304,2026,0.032153853775205604,0.000796720298880436
ais,305,2026,0.030825263302352943,0.0005856980540287766
ais,306,2026,0.030773718645069156,0.0008173535467973427
ais,307,2026,0.03259424137452072,0.0005751655360384215
ais,308,2026,0.03165385963928167,0.000778968169814001
ais,309,2026,0.032885761763513696,0.0007758216289967118
ais,310,2026,0.03201150068893972,0.0006771500722792032
ais,311,2026,0.03301528974462928,0.0005864917097249641
ais,312,2026,0.03140169662678562,0.0004201447236093068
ais,313,2026,0.03259762256860061,0.0006946897650544579
ais,314,2026,0.03343108785684388,0.0007208860533099304
ais,315,2026,0.027442527646289242,0.0005327119668201926
ais,316,2026,0.03282699696627962,0.0005531509225365801
ais,317,2026,0.031609490094596196,0.0003277863874000958
ais,318,2026,0.030885440350420533,0.0008715693215960159
ais,319,2026,0.030459464173674514,0.0009318108455750285
ais,320,2026,0.02954104650563036,0.0009209900993468404
ais,321,2026,0.03143366177415718,0.0007159346397105234
ais,322,2026,0.03177293631883284,0.000783168519071919
ais,323,2026,0.032670434578325594,0.0007433766523878395
ais,324,2026,0.03363581195788566,0.0005165308834099089
ais,325,2026,0.030717143566287623,0.0006081254533947659
ais,326,2026,0.02821105731137348,0.0010232809377735803
ais,327,2026,0.030233295278062736,0.0005816700660251881
ais,328,2026,0.03030884479828876,0.0009871960045804735
ais,329,2026,0.027534102906637558,0.0009946429261361912
ais,330,2026,0.032433059701089575,0.0011363446775349572
ais,331,2026,0.029482414651256457,0.0010090027319654127
ais,332,2026,0.03302501273161034,0.0009978815929158403
ais,333,2026,0.03435000960699972,0.0006871750814055196
ais,334,2026,0.03153431810814339,0.000608398526770936
ais,335,2026,0.03396502223127944,0.0007417380073432989
ais,336,2026,0.031018736347436564,0.00043726290411592937
ais,337,2026,0.03225791436098262,0.0007495072566367856
ais,338,2026,0.03062922363719423,0.0006513702278130548
ais,339,2026,0.034537618245416166,0.0004656274338462354
ais,340,2026,0.03174350802590159,0.0005409966967462547
ais,341,2026,0.031918023461847536,0.0007812884311116
ais,342,2026,0.030775590316501938,0.0007073931438509485
ais,343,2026,0.029688635868936945,0.000951355796126483
ais,344,2026,0.03241057063830859,0.0007075739281416224
ais,345,2026,0.03261216727377076,0.0008301389641060978
ais,346,2026,0.03419888806661932,0.0007779718729153921
ais,347,2026,0.0327508033567671,0.0007263807644635255
ais,348,2026,0.03160232731590763,0.0004426954200248618
ais,349,2026,0.03201133778601409,0.0006975282178136319
ais,350,2026,0.032984993777933014,0.0006053939488928711
ais,351,2026,0.03140228393853888,0.0007919476222935592
ais,352,2026,0.03131215860107002,0.0005550215318446951
ais,353,2026,0.032508217879407296,0.0006408873349266145
ais,354,2026,0.031245619205570778,0.0007228901701991215
ais,355,2026,0.03320302887871976,0.0009308687813182904
ais,356,2026,0.03250399925635641,0.0008291849562129033
ais,357,2026,0.029463983785595203,0.0010426834368395467
ais,358,2026,0.03149321426065219,0.0007459537443399739
ais,359,2026,0.032461583707256964,0.0006635375892539112
ais,360,2026,0.03233132097361129,0.0008212341285030308
ais,361,2026,0.03135994012829337,0.0006307957278522796
ais,362,2026,0.032265655934509675,0.0007193872290033366
ais,363,2026,0.03238715541131907,0.0007764131231190055
ais,364,2026,0.03210345857788696,0.001189824422551005
ais,365,2026,0.03144814947170686,0.0006995415127771403
ais,366,2026,0.032270090587065196,0.0009132220310350776
ais,367,2026,0.03393647710904569,0.0012474106474891587
ais,368,2026,0.03284423570984788,0.0011759091763418447
ais,369,2026,0.0322310197327593,0.0008228463528383776
ais,370,2026,0.0296562527524084,0.0006171512183658706
ais,371,2026,0.03295626176159906,0.0005408010133911474
ais,372,2026,0.03201903531283119,0.00046232751266369785
ais,373,2026,0.03263610349600608,0.0006256519324633427
ais,374,2026,0.03377374080889064,0.0007520629463113355
ais,375,2026,0.03210771238433657,0.00042663745346623863
ais,376,2026,0.03248648260741128,0.0010317363940477464
ais,377,2026,0.030022310977990532,0.0009004887084696556
ais,378,2026,0.032007644801763505,0.0006560991651322583
ais,379,2026,0.031986835061039796,0.0007472284157742684
ais,380,2026,0.03346614483497237,0.0007132969670043548
ais,381,2026,0.0308880035178563,0.0004850806400963164
ais,382,2026,0.03141152017996918,0.00043277192509311554
ais,383,2026,0.03037911098449278,0.0011019412603902156
ais,384,2026,0.03217195552070355,0.0006107500224443958
ais,385,2026,0.029994050879871434,0.0006106031131512905
ais,386,2026,0.03155302232943817,0.0004133588514211987
ais,387,2026,0.03249825589118789,0.0007240626195900426
ais,388,2026,0.032554269912511466,0.0006051198723803865
ais,389,2026,0.03189799684564997,0.0007295213466265394
ais,390,2026,0.03159157794513023,0.0006527126311079485
ais,391,2026,0.03192335373322469,0.0006809614040708578
ais,392,2026,0.02997734065230655,0.0009957408391882774
ais,393,2026,0.03165802541487396,0.0005419287770380769
ais,394,2026,0.032290263262207006,0.0006445925734322401
ais,395,2026,0.032115633459473755,0.00044818242545646404
ais,396,2026,0.03171631329170027,0.0009733111261921851
ais,397,2026,0.031137956563679462,0.0010831579684251172
ais,398,2026,0.03135164919123349,0.0008244510949095003
ais,399,2026,0.03248430577582847,0.0006221494971589423
ais,400,2026,0.03302594305364584,0.0006677168065957418
ais,401,2026,0.03164313101161724,0.0009016978098141916
ais,402,2026,0.032624385977108386,0.0008356711229139852
ais,403,2026,0.029689408576430334,0.0008774689478712782
ais,404,2026,0.03139289063871241,0.0006966814884212036
ais,405,2026,0.03323762042543875,0.0007312024490235444
ais,406,2026,0.032000106758707084,0.001159016618400671
ais,407,2026,0.03167226223278015,0.0007469441959274708
ais,408,2026,0.031777008835652015,0.0010276689665217637
ais,409,2026,0.03299573689476363,0.0006189068911238643
ais,410,2026,0.032399428450415574,0.0006478149442700828
ais,411,2026,0.033229111552122464,0.0006126540521567669
ais,412,2026,0.03265287166949948,0.0010826403897602167
ais,413,2026,0.03270657133156938,0.0008550403725917147
ais,414,2026,0.030933924364806575,0.0010692532803912179
ais,415,2026,0.03174947784068433,0.0013040638255616866
ais,416,2026,0.03263623561614735,0.0004818378120386067
ais,417,2026,0.03153226849421194,0.0004903092056845648
ais,418,2026,0.03066271529724641,0.0005672497714414454
ais,419,2026,0.032114541915781544,0.0006292826435714611
ais,420,2026,0.03134403934235257,0.0006237017200410389
ais,421,2026,0.03422038188984172,0.0007338267467395529
ais,422,2026,0.03159982816161952,0.0008162154005327229
ais,423,2026,0.032165418544146944,0.000705555388205135
ais,424,2026,0.032094041264038684,0.0007265398274655083
ais,425,2026,0.033535996568006904,0.0005795985528487858
ais,426,2026,0.03174177035009145,0.0009011164282993587
ais,427,2026,0.03176071294970447,0.0006027674695096776
ais,428,2026,0.03351774854495567,0.0005191710280107514
ais,429,2026,0.0340520154883969,0.0007328259155398466
ais,430,2026,0.030920925669677107,0.0006119340202459712
ais,431,2026,0.03147461072117087,0.000823527113767713
ais,432,2026,0.029804675275023198,0.0009291439431651578
ais,433,2026,0.030645889048618657,0.0010219233248077294
ais,434,2026,0.03275857847270668,0.0010563750600056361
ais,435,2026,0.033199410130480764,0.0008818542030312528
ais,436,2026,0.031758530053892085,0.0006240244933396258
ais,437,2026,0.032603146318229574,0.0007134990348109905
ais,438,2026,0.031026183323462055,0.0007802537490841335
ais,439,2026,0.03183568876025073,0.0009966012491284828
ais,440,2026,0.031688866166336954,0.0004957973256777788
ais,441,2026,0.03368148119294599,0.0004211870197537103
ais,442,2026,0.03166210447030302,0.0005233539637264491
ais,443,2026,0.03122355040939292,0.0008004514132250891
ais,444,2026,0.03239189748736355,0.0008176231516287622
ais,445,2026,0.034206926297849376,0.0008597819227561567
ais,446,2026,0.032580020914955654,0.0011593967200653542
ais,447,2026,0.0325746216100387,0.0004543276270287942
ais,448,2026,0.03221918347633374,0.0004760426938791526
ais,449,2026,0.030637112632120513,0.0005001790287557531
ais,450,2026,0.033118663877904554,0.0008444328537601081
ais,451,2026,0.0311737608093891,0.0005759893782888588
ais,452,2026,0.031249220028086798,0.000964040908998595
ais,453,2026,0.03190651751403463,0.0007545979830240431
ais,454,2026,0.03150252046002997,0.0005672726136567163
ais,455,2026,0.031085437085047893,0.0006034687738111872
ais,456,2026,0.03213655476375701,0.0006831330611759484
ais,457,2026,0.030259128916491188,0.0009048924216001218
ais,458,2026,0.029932247700699362,0.0006845895156577228
ais,459,2026,0.03215914682083269,0.0005917498358092791
ais,460,2026,0.031175339853354796,0.0006207854587747879
ais,461,2026,0.02994480144351246,0.0011543530597629154
ais,462,2026,0.030950634425719707,0.0011573889590530198
ais,463,2026,0.032869199834009995,0.0006299211799423297
ais,464,2026,0.031654254079555216,0.0011205939310652026
ais,465,2026,0.03285917197450976,0.0007864206073967501
ais,466,2026,0.03156301405638629,0.0009062865309823724
ais,467,2026,0.03089160337587832,0.0009034371304868944
ais,468,2026,0.029550354500033186,0.0008990071322642609
ais,469,2026,0.03213167960971103,0.0007080543493412802
ais,470,2026,0.03172904165095996,0.0006433139322352975
ais,471,2026,0.032080383123788865,0.0006469288270557593
ais,472,2026,0.03173235740139739,0.00047542263969748664
ais,473,2026,0.03181368686374144,0.0005864029296501443
ais,474,2026,0.0349417240351378,0.0005635700548937161
ais,475,2026,0.032657195833145025,0.0006518190036937677
ais,476,2026,0.031017133839943194,0.0005604548845251293
ais,477,2026,0.03160799469357365,0.00039534598804111953
ais,478,2026,0.03312068537561057,0.0007228774714985309
ais,479,2026,0.031952590028479555,0.0007492291566820617
ais,480,2026,0.03273028087785658,0.0005025094330543695
ais,481,2026,0.031214596182438763,0.0004795293639576716
ais,482,2026,0.0317790416643459,0.00027145706865018136
ais,483,2026,0.03300924514318806,0.0007046928987967883
ais,484,2026,0.03463390570929186,0.0008669754508575689
ais,485,2026,0.030644985254914412,0.0006132458884647098
ais,486,2026,0.031294851641901926,0.000644075778415189
ais,487,2026,0.03238501815779204,0.0006479986162514641
ais,488,2026,0.032595834512310226,0.0006008388164723383
ais,489,2026,0.030907593701816387,0.001098666071867616
ais,490,2026,0.030479891005391422,0.0009149887310254432
ais,491,2026,0.03011015823022744,0.0010026024068913438
ais,492,2026,0.03128703248462051,0.0010044473555565789
ais,493,2026,0.03208484144645738,0.0007064980125937297
ais,494,2026,0.032402269999790685,0.0005528960548984016
ais,495,2026,0.03015205876364276,0.0003487481719906735
ais,496,2026,0.03202197384285395,0.0006273689625581286
ais,497,2026,0.031386459544826245,0.0005028681487353009
ais,498,2026,0.030290960992713244,0.0007125664994010582
ais,499,2026,0.029167556399066343,0.0006158887637431864
ais,500,2026,0.030168401822335326,0.0011091866328355464
ais,501,2027,0.03289719539941497,0.0002755042849457897
ais,502,2027,0.031821216303731324,0.00046661718501150444
ais,503,2027,0.03361390749039295,0.0003745070325148217
ais,504,2027,0.034038300607601484,0.0003720970288602756
ais,505,2027,0.031051963791188183,0.0005758633288548673
ais,506,2027,0.03210580105364975,0.0004843501050156995
ais,507,2027,0.031017746615110583,0.00039988925512541895
ais,508,2027,0.03239682890908051,0.00025699457980431185
ais,509,2027,0.0326984094391764,0.00033092170930931893
ais,510,2027,0.03226739791806134,0.00024552638740019394
ais,511,2027,0.028976615269141862,0.0002366099937725652
ais,512,2027,0.03558026790663002,0.00032975285555331845
ais,513,2027,0.02938747836797461,0.0002030186868111558
ais,514,2027,0.03048861199607505,0.0003330911479865566
ais,515,2027,0.029635773769146345,0.0001423726565212482
ais,516,2027,0.030807348331634545,0.00034962415662268665
ais,517,2027,0.03462154725407061,0.0003948355551046673
ais,518,2027,0.032830895692447966,0.0001861916050214964
ais,519,2027,0.03174984752035282,0.00023951556464092913
