arm,draw,rate_1900_1978,net_1900_1978,dyn_anom_1900_1978,fd_1900_1978,rate_1979_1991,net_1979_1991,dyn_anom_1979_1991,fd_1979_1991,rate_1992_2002,net_1992_2002,dyn_anom_1992_2002,fd_1992_2002,rate_2003_2010,net_2003_2010,dyn_anom_2003_2010,fd_2003_2010,rate_2011_2017,net_2011_2017,dyn_anom_2011_2017,fd_2011_2017,rate_2018_2023,net_2018_2023,dyn_anom_2018_2023,fd_2018_2023,rate_1979_2008,net_1979_2008,dyn_anom_1979_2008,fd_1979_2008,rate_1979_2023,net_1979_2023,dyn_anom_1979_2023,fd_1979_2023,cum_1979_2023,accel,dyn_accel,floor_years,provenance
stock,11,0.015437116953581843,-73.25250457871486,8.236798907465072,0.0,0.011557138346152983,-53.42216419044117,2.642569346035998,0.0,0.02226943603307128,-105.32639371099776,0.049444428508877536,0.0,0.043452709394620204,-206.37068586393502,-6.023532360845138,0.0,0.045100965614816184,-213.68453557747515,-9.249510824243771,0.0,0.04736047780770636,-223.38670242288444,-12.992325259688414,0.0,0.021855006838318314,-102.95388903527892,0.0,0.0,0.02983773102601524,-140.89235368417386,-3.466477688945133,0.0,1.342697896170686,0.022831529581744905,-9.298955252752648,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,12,0.012917587682284746,-56.89898997957733,46.12796201271112,0.0,0.013992403050255842,-61.13193378011398,14.860582974466752,0.0,0.02294370477802434,-101.73237773731034,0.4535059411700786,0.0,0.041497400477424895,-184.43020500576785,-34.33479939119002,0.0,0.04496959600108129,-199.67081009571305,-53.77973772464543,0.0,0.04928442830982038,-218.14637031594532,-76.30407408534461,0.0,0.02274089366410159,-100.4786292039477,0.0,0.0,0.03059455417549965,-135.46192948586003,-20.2396635487371,0.0,1.3767549378974842,0.022025891223056947,-54.23324366581551,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,13,0.007392015650636641,-33.808603928378886,74.71489195525282,0.0,0.0101679862016505,-46.53054585811698,23.83438519839524,0.0,0.022505336795256268,-106.35671168871976,0.6846636904815568,0.0,0.04103394846682318,-193.90339443922286,-54.976460284989116,0.0,0.04463265211902862,-210.65954793655152,-85.86052283417234,0.0,0.04896816352598643,-230.38770567012716,-121.46599136852524,0.0,0.02082983521897175,-97.71842987639329,0.0,0.0,0.02920559242428844,-137.39980332937435,-32.27228849235212,0.0,1.3142516590929798,0.022127315323772354,-86.5451865246539,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,14,0.01709498399909942,-68.9393858297732,25.765898158571872,0.0,0.013713435653155245,-54.15139534688718,8.2296158280692,0.0,0.02277734563898419,-91.60096101355067,0.22008007788099349,0.0,0.040748141422067286,-164.3636939708879,-18.934895970668776,0.0,0.04209457878563575,-169.3428504937183,-29.410833170064052,0.0,0.044018348446656086,-176.00746037351203,-41.47784634770551,0.0,0.022440071778294657,-89.86478761798705,0.0,0.0,0.029190727535017096,-117.06517729161766,-11.040359809342817,0.0,1.3135827390757693,0.019317233146651562,-29.630913247945045,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,15,0.01306739680885955,-57.75080364668703,16.354877893387766,0.0,0.012973872640406827,-56.74425687605118,5.201654459861857,0.0,0.026510619044393315,-118.56755930802605,0.1723696519609348,0.0,0.03685393807958404,-163.67009362256275,-12.036751288439973,0.0,0.038165219156971464,-168.94931720436884,-18.807292923070236,0.0,0.039922937900177535,-175.66353577714082,-26.662048727608635,0.0,0.022707398316215155,-100.73107193551843,0.0,0.0,0.028040062665558956,-124.1756816855751,-7.075550644108262,0.0,1.261802819950153,0.01165460011257815,-18.97966257503117,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,16,0.00970876450197731,-41.04893054914626,45.13345418396648,0.0,0.014433427611746886,-61.82045048534073,14.31743792180896,0.0,0.02552766408829641,-111.35778001316916,0.4473044614637729,0.0,0.03849975645892345,-167.27142041550485,-33.08846018353461,0.0,0.04233785793735472,-183.94636965431317,-51.644024188098456,0.0,0.04712316386085158,-204.030922431089,-73.03247458487772,0.0,0.0232767785812249,-100.85502249241351,0.0,0.0,0.030123131207154447,-130.6351760432234,-19.40808124965838,0.0,1.3555409043219502,0.01681019384905831,-52.09132864956223,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,17,0.01598780052169423,-71.14962549074903,19.505765098965867,0.0,0.011747074136200157,-50.95230668715322,6.231927336772742,0.0,0.020661296787448758,-91.69767089151124,0.15371908297629489,0.0,0.03794890898376063,-169.1215151827836,-14.31240504843936,0.0,0.038600796958284826,-171.413411838415,-22.226380171475057,0.0,0.03966103348553296,-174.96354357349685,-31.360201867403475,0.0,0.02026019074555796,-89.50158226549492,0.0,0.0,0.026483317331640333,-117.19336961137269,-8.345314388922134,0.0,1.191749279923815,0.017939500170836068,-22.380099254451352,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,18,0.0057010455328344745,-18.434989439364635,37.977381844676756,0.0,0.0149118789131375,-52.42829203366103,12.108104272694618,0.0,0.024931414927363938,-89.37430618313975,0.4201655004217173,0.0,0.03521838854113474,-124.86532863782577,-28.084429886696398,0.0,0.03953694762992407,-140.189817123224,-44.1493760638341,0.0,0.04511638824241104,-159.62361983825804,-62.79701233155106,0.0,0.022607891478217956,-80.26627934717573,0.0,0.0,0.028828979139217854,-102.28173849881895,-16.632799321778748,0.0,1.2973040612648035,0.014605532702560129,-44.569541564255815,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,19,0.012716526193478902,-51.45205354035461,22.885751534863175,0.0,0.010759399237489578,-42.148029220704935,7.219258917170919,0.0,0.021189396705129596,-86.31777591494894,0.1689101367423973,0.0,0.03719811173750337,-151.75149303136695,-16.567627385248215,0.0,0.04049596591207801,-165.0853532965559,-25.714170632776586,0.0,0.044864624383761376,-182.2403439510243,-36.199615618828375,0.0,0.019846304847304097,-80.0951652251717,0.0,0.0,0.027182221231798476,-110.23269768814612,-9.645100662155528,0.0,1.2231999554309314,0.019306569206948416,-25.883080769518983,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,20,0.014177404653605587,-51.26267851567632,47.93952170796615,0.0,0.013492662869805617,-48.15537228058327,15.402491246768477,0.0,0.02138056498829669,-77.8097863438628,0.45784776889490786,0.0,0.03711999665661214,-135.45772387747294,-35.56089455080814,0.0,0.03894850380269218,-141.66430322371323,-55.62893912139589,0.0,0.04136393026468732,-149.33681302425313,-78.84465015749515,0.0,0.021102323901158737,-76.40892817243548,0.0,0.0,0.027297198080857843,-98.96133958136373,-20.92642043411911,0.0,1.228373913638603,0.01756793881439549,-56.086786890290796,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,21,0.016043127642348772,-59.81181897155898,25.10933839295558,0.0,0.011905261234192487,-42.685928740540035,8.12252946157605,0.0,0.019221434850238216,-70.68525700611089,0.2218945111865196,0.0,0.03475554001591552,-129.03120795426042,-18.716987527781384,0.0,0.03693673148911701,-136.7524874392304,-29.292788854278797,0.0,0.040076085140894335,-147.498756145887,-41.55255650103595,0.0,0.01914599318958432,-70.12827251864391,0.0,0.0,0.025405825128747377,-93.48810029507241,-11.023711968553243,0.0,1.143262130793632,0.017715296638878796,-29.514683365465316,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,22,0.011218559448619398,-48.7735577984806,39.1773676092273,0.0,0.013170750151554503,-57.49851924257199,12.459209271014515,0.0,0.019786173116192515,-87.31793644055779,0.3586562227860668,0.0,0.038884477670544926,-172.9035689501284,-28.7289969866888,0.0,0.04229745845137911,-188.04039578359513,-44.74142678501494,0.0,0.046513289759886334,-206.07415854429294,-63.176302169969404,0.0,0.020705625528972815,-91.31301529439115,0.0,0.0,0.028335676118481274,-125.42076276336721,-16.80366305410189,0.0,1.2751054253316574,0.022511285335186596,-45.100083007801004,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,23,0.012411671232298794,-46.76054662441599,17.96813921720741,0.0,0.01201588863995163,-43.83548748818451,5.835050654370207,0.0,0.02280515338191372,-86.56558774826107,0.1565415442430549,0.0,0.03826174145666189,-145.61261452115136,-13.443661727805193,0.0,0.040560126566524524,-153.82497671994523,-21.158791819488215,0.0,0.043514265971161814,-163.9651391125035,-30.19646296975202,0.0,0.02120599280032942,-79.75173257468445,0.0,0.0,0.027959192288141328,-105.50109756580261,-7.983599975196967,0.0,1.2581636529663598,0.017754973184610803,-21.31533336373127,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,24,0.013406696493374422,-61.6327391709854,45.88393773221469,0.0,0.01559505803854222,-71.32894243935161,15.052276480458431,0.0,0.016803140425539462,-76.32634931144327,0.5264265401863213,0.0,0.03764112421077159,-173.70811667529279,-34.9265190866754,0.0,0.04144705961295506,-191.0808094230527,-55.07497168713485,0.0,0.046145974550282354,-212.17357245313008,-78.62035372420723,0.0,0.020407904051913395,-93.4090843025611,0.0,0.0,0.027904545721345226,-128.1586250715542,-20.781973125790728,0.0,1.2557045574605352,0.0246439191874156,-55.60139822732117,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
stock,25,0.007676246064042058,-33.76150795046682,56.090034999532236,0.0,0.011799610046755364,-52.84437783941922,18.000537604898454,0.0,0.02032967812036465,-93.02961049225532,0.5448219936370151,0.0,0.03821365293782408,-175.6024079229532,-41.58389485009957,0.0,0.042483158491771596,-195.27213205783076,-65.16500854753394,0.0,0.04764662337389258,-218.493020644712,-92.48951509189192,0.0,0.020166857125903936,-91.86850756096446,0.0,0.0,0.028133165847115116,-128.73299864408827,-24.528072853138383,0.0,1.2659924631201802,0.022153480371406947,-65.70983054117096,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
